,Station,Address,lat,lon,zipcode,Geo_FIPS,total_population_1_km,pop_below_18_1_km,pop_between_18_34_1_km,pop_between_34_65_1_km,pop_over_65_1_km,occupied_households_1_km,family_households_1_km,nonfamily_households_1_km,householder_less_than_high_school_1_km,householder_high_school_degree_1_km,householder_some_college_1_km,householder_bachelors_degree_1_km,older_than_3_in_school_1_km,older_than_3_not_in_school_1_km,not_high_school_grad_1_km,high_school_grad_1_km,employed_1_km,unemployed_1_km,not_in_labor_force_1_km,30_49_percet_income_to_rent_1_km,over_50_percent_income_to_rent_1_km,commuters_by_car_truck_van_1_km,commuters_by_car_truck_van_alone_1_km,commuters_by_car_truck_van_carpool_1_km,children_living_with_single_parents_1_km,private_sector_1_km,public_sector_1_km,self_employed_1_km,private_non-profit_1_km,unpaid_family_workers_1_km,households_social_security_income_1_km,households_SsI_1_km,households_retirement_income_1_km,housing_units_1_km,vacant_units_1_km,total_cars_1_km,concentrated_disadvantage_1_km,commute_time_1_km,median_household_income_1_km,average_household_size_1_km,population_density_1_km,median_house_value_1_km,ev_car_count_1_km,total_sessions,total_connection_time,total_amount,total_kwh,num_pois_nearby,distance_freeway
78,AUI-10291,"4647 Marmion Way, Los Angeles, CA",34.0996444,-118.2054051,90042,6037185100,11851.22694,2332.423564,3572.90158,4778.882069,1167.019726,3751.041552,2399.102814,1351.938738,961.8088713,669.2238492,754.6080149,1365.400817,2503.153742,8927.477656,61.49872327,467.4663734,6315.065761,559.5930891,2933.017896,511.9886241,577.7767354,4704.08946,4165.481631,538.6078294,684.6672234,3910.374026,666.1937098,1114.955214,618.4029457,5.139864972,739.2765889,215.6262086,282.4979932,3975.403788,224.3622362,6984.428287,0.247551143,33.94859391,76571.52185,2.968249232,9871.232269,650254.7866,110.0960261,18,27:10:00,10.89,141.677,34,2.225284741
79,AUI-10293,"7224 Valjean Ave, Los Angeles, CA",34.2019408,-118.4857003,91406,6037127400,8868.993766,2392.091745,2377.37223,3223.761249,875.7685425,2892.662597,1976.705807,915.9567897,765.9242069,553.4898263,918.8327728,654.4157905,2443.527798,5941.323712,20.04727781,478.3870099,4309.590789,417.707174,2003.136518,803.716753,626.1915874,3546.28417,2914.822748,631.4614221,739.1813968,3267.86594,286.2720218,602.0669477,153.385879,0,507.2283789,240.2197039,208.6675259,3041.930663,149.2680664,5423.738295,-0.608488529,31.54820782,52431.38751,3.666543078,7357.226411,498175.0853,83.64513331,19,57:45:00,4.23,354.824,21,1.517975247
80,AUI-10280,"16501 Otsego St, Los Angeles, CA",34.1629382,-118.4926688,91436,6037139701,3815.137976,723.7644919,728.7046045,1540.083575,822.5853045,1443.255551,1023.696539,419.559012,85.45501237,112.6811525,249.8936418,995.2257446,858.373352,2864.774548,7.755685186,134.0525972,1984.909384,57.42530314,1142.080513,112.7899638,90.97159916,1551.875215,1435.601098,116.2741164,74.6350773,1174.908253,173.5482475,497.2125807,136.9130966,2.327206074,490.3861007,39.43302882,233.8386309,1565.190634,121.9350827,2791.650065,-1.147904602,32.6609446,133803.784,2.732051731,3148.710722,932674.1696,167.9935189,28,33:16:00,18.19,149.297,57,1.708948043
81,AUI-10277,"4424 Wesley Ave., Los Angeles, CA",34.0029364,-118.2876652,90037,6037232110,29411.40159,8372.408277,8264.94208,10417.25516,2356.796068,7943.970989,5439.544571,2504.426418,3428.095252,1842.134002,1952.714523,721.0272126,8205.664548,19605.77611,122.3334103,1622.106801,12016.88147,1318.731665,8607.182358,1898.976049,2470.485833,8741.886857,7407.445328,1334.441529,3553.970196,9549.546135,823.5537087,1224.994879,411.3635184,7.423228081,1549.85277,1016.368828,611.3672587,8500.635609,556.6646197,13961.61934,1.092351181,37.34159881,35442.27688,3.713228335,24301.2495,386806.539,25.70517222,36,45:27:00,89.72,225.828,34,1.288002764
82,AUI-10279,"18235 South Figueroa St, Los Angeles, CA",33.8654075,-118.2819881,90248,6037291300,4200.028934,788.063145,928.7540775,1685.659089,797.552622,1300.774658,992.7372542,308.0374041,180.6997797,340.0145978,431.8355915,348.2246894,1025.61358,3061.865462,8.312389941,189.1561275,1969.457651,114.0711832,1407.896992,105.5592871,83.33750786,1749.69421,1597.958967,151.735243,166.6923676,1352.184949,303.3191736,187.6310233,100.9568526,25.36565274,489.3095548,129.9526921,302.4113408,1343.96665,43.1919915,2482.684207,-0.435872594,28.19687466,74199.94984,3.271561801,3555.522313,414912.4283,62.97724588,15,15:46,2.63,72.048,10,3.552757669
83,AUI-10284,"15321 S Figueroa St, Los Angeles, CA",33.8921709,-118.283233,90248,6037291210,7534.204227,1807.526493,1736.708129,2971.734599,1018.235006,2265.987571,1732.981638,533.0059336,500.8171006,631.5556094,632.39967,501.2151915,2050.142873,5254.38472,14.71611061,273.7757262,3393.270543,418.5346939,2089.196122,233.2342594,475.6165744,2934.471641,2584.315634,350.1560063,513.9760378,2560.330808,345.0360067,298.6401164,185.246371,4.017241153,662.3404081,127.9892257,323.0321885,2333.047091,67.05951946,4264.748517,0.164646894,26.17738695,54790.94921,3.323601497,6225.830418,390023.1845,64.13151949,14,7:46,3.73,51.065,21,2.700534302
84,AUI-10283,"18401 Burbank Blvd, Los Angeles, CA",34.1720633,-118.5337705,91356,6037139401,19922.30649,3882.837268,5199.351569,7994.621334,2845.496317,8176.896556,4491.030094,3685.866462,495.3767914,1367.102828,2712.107406,3602.309531,4948.980088,14169.4483,38.86706567,700.0818064,10355.23784,754.4673209,5347.991183,1518.609611,1780.095257,8221.704863,7638.248137,583.4567257,1263.250724,7068.090805,835.5127659,1782.603872,665.8102051,3.220188346,2017.592355,652.1062445,770.7665952,8679.099097,502.202541,15490.61858,-0.09559084,34.65822239,68944.14883,2.459645946,16432.47896,626275.5717,106.9643837,49,141:55:00,58.79,712.274,51,1.281231838
85,AUI-10286,"7245 Canoga Ave, Los Angeles, CA",34.202333,-118.597861,91303,6037134522,20709.78025,5427.939557,5940.059418,7704.605171,1637.176107,5865.891761,4172.817708,1693.074052,1947.817556,1202.198183,1691.754675,1024.121347,5828.865176,13951.58347,144.5878819,1119.907171,10737.29362,676.5213823,4518.783915,1243.687348,1484.26196,8179.977479,6257.210901,1922.766578,1965.692017,8605.153885,516.2940391,1234.980694,370.6919393,10.17306093,1022.021741,380.7508087,332.9522247,6070.89544,205.003679,10874.62103,0.131718924,29.05226502,53258.0718,3.520132075,17205.21658,398162.4842,69.47386021,32,35:18:00,14.29,186.003,36,0.900760772
86,AUI-10326,"5962 San Vicente Blvd, Los Angeles, CA",34.0567988,-118.3615579,90019,6037216900,14927.5769,2087.327487,4463.133911,6487.054785,1890.060716,6981.191638,3162.573752,3818.617886,390.6933428,513.8733319,1636.870941,4439.754022,2413.377157,11946.17866,13.97428069,266.8468042,8973.013926,569.4019199,3465.843292,1325.769283,1164.017574,6824.131379,6364.22547,459.9059089,420.1434627,5654.134034,644.595428,1775.121871,888.7534568,10.40913597,1288.924072,293.0807727,669.6553492,7663.621124,682.4294859,13360.32701,-0.348746659,28.15710413,82605.55982,2.146711495,12357.74778,1139009.181,254.9269156,19,49:47:00,12.74,247.75,58,2.102041969
87,AUI-10315,"14901 Rinaldi street, Los Angeles, CA",34.2793651,-118.45746,91345,6037109100,6286.612249,1449.092025,1494.441479,2306.216379,1036.862366,1683.289695,1237.664831,445.6248646,518.4207635,448.728637,459.6022965,256.5379984,1692.11137,4406.078286,10.10011139,295.3232303,2682.495108,172.5575641,2151.677044,111.4095794,242.9817836,2347.066514,1953.796199,393.2703154,236.4681411,1838.162641,349.8317899,309.9423744,182.6727015,1.885600435,597.3982103,125.438967,317.2616245,1771.22114,87.93144448,3163.624585,-0.290617864,29.41983119,60179.07857,3.547443631,5200.744469,404298.5638,33.24917746,5,0:46,0,5.003,24,1.793460483
88,AUI-10282,"10455 W Magnolia Blvd, Los Angeles, CA",34.1651823,-118.3590241,91601,6037125310,13659.97134,1875.115945,4796.59036,5351.106985,1637.158052,6335.229493,2721.09505,3614.134443,579.3544075,909.0923011,2184.113525,2662.669259,2746.987246,10617.6335,1.214205933,346.1818411,7941.744995,567.8377447,3471.322269,1131.410146,1506.258258,6318.615405,5980.914172,337.7012325,549.8785154,5429.48208,483.0009604,1527.193368,495.3988109,6.669775632,1064.934239,309.7271583,544.4139266,6726.277087,391.047594,12170.57782,0.064660031,30.19058284,64713.2813,2.256394779,11292.32782,699299.4203,157.709131,31,53:50:00,36.72,297.783,43,1.406205747
89,AUI-10308,"3117 Temple St., Los Angeles, CA",34.075306,-118.280769,90004-3624,6037195802,29944.72181,4886.236972,9974.211339,11760.74968,3323.523823,11001.11781,5847.377817,5153.739989,1918.129939,1694.15801,2761.014821,4627.815038,6378.836077,22682.8935,29.36190682,1106.211714,16728.43229,1453.898319,7327.677447,2354.88217,2568.990692,12219.10494,10858.03668,1361.06826,1563.451386,11968.01757,1267.373444,2675.220746,802.1069458,15.71357744,1806.184737,700.7832257,628.6679579,12234.19297,1233.075162,20421.5256,0.265974919,31.96284676,53033.27457,2.700104946,24722.41042,702964.5675,202.0113704,186,484:40:00,68.33,2183.148,42,2.043804315
90,AUI-10314,"20124 Sherman Way, Los Angeles, CA",34.200408,-118.5718745,91371,6037134800,14970.12137,3198.938231,3886.634028,6235.320109,1649.228998,4638.513262,3145.484099,1493.029163,973.9309961,917.7419331,1309.002044,1437.838289,3770.255369,10769.49321,14.18373779,786.0583533,7773.812438,628.6130232,3888.938364,633.735583,715.152195,6560.18022,5347.006375,1213.173845,804.3438904,5689.488259,534.2010329,945.7798503,574.9173527,29.42594345,1061.982715,357.6964164,523.9854279,4829.464809,190.9515466,8819.987633,-0.291521816,32.80358889,68933.33824,3.257458387,12403.63966,461319.4383,87.62355565,30,267:15:00,6.43,420.768,31,2.267881906
91,AUI-10309,"8245 Winnetka Ave, Los Angeles, CA",34.2198591,-118.5713659,91306-1630,6037134103,13586.75594,2882.875473,3275.171121,5692.684985,1736.024358,3999.779492,3058.712142,941.0673501,772.3633812,793.7874468,1206.787912,1226.840752,3513.174764,9449.751503,23.27435451,567.2478267,6934.490494,436.265863,3632.451172,465.7350548,466.7560452,5640.894564,4620.527431,1020.367133,554.0979012,4907.418926,696.2636527,903.7758413,421.1665227,5.865550751,1101.43031,271.0028158,469.0939804,4205.044391,205.264899,7581.927893,-0.494293178,32.27832872,73123.22732,3.365440216,11243.76361,488093.6094,87.78319273,37,56:17:00,24.28,360.482,19,2.205757177
92,AUI-10288,"1747 S Barrington Ave, Los Angeles, CA",34.04013,-118.4534103,90025,6037267501,23475.88293,2458.822956,10610.94495,8048.169512,2357.945514,10825.21746,4030.573289,6794.644169,812.4071669,882.9680367,1985.205666,7144.636589,4567.920906,18032.7529,44.1728873,336.5342791,15222.24036,757.3625645,5162.263659,2138.222947,1903.857653,10978.91333,9958.460541,1020.452788,469.5709594,10379.80151,1526.980477,2199.062264,1108.850766,7.545346837,1591.680528,311.9342646,665.8072021,11264.26544,439.0479808,20494.53853,-0.147369008,24.18963531,79788.33598,2.187777368,19382.85705,803819.072,385.7381463,28,130:57:00,54.91,673.095,50,1.27909641
93,AUI-10298,"10416 Irene St, Los Angeles, CA",34.0298337,-118.4116094,90034,6037269904,19373.61856,2497.200257,7682.121249,7242.3357,1951.961356,9466.656607,3573.112599,5893.544009,320.8919777,710.665321,2324.714331,6110.384977,3548.913955,15353.9491,28.68841253,253.9576185,12730.2393,682.116928,3591.749471,1970.533811,1365.871976,10146.8338,9445.613991,701.219812,449.1020299,8658.488432,1458.067743,1677.206962,928.4761607,8,1376.471763,269.2549149,596.5561747,10086.83507,620.1784604,18330.80419,-0.45947034,25.08065329,104621.1797,2.204149038,15952.97267,1198489.486,273.6213504,3,0:14,0,1.456,37,1.419118286
94,AUI-10302,"722 Alameda St, Los Angeles, CA",34.0328079,-118.238363,90021,6037206031,4693.634747,223.9640015,1265.688812,2800.643049,403.338884,2412.359846,296.2321825,2116.127664,489.1183909,439.2257268,629.2810528,854.7346758,471.8547823,4167.148205,12.86750293,30.42801075,1996.44479,252.3267136,2243.982589,578.3564583,570.0574678,894.484821,778.3184055,116.1664155,90.52346436,1197.196498,141.3559495,399.3746916,247.2693685,11.24828278,366.1807517,471.0807454,56.98184006,2785.483646,373.1238001,3549.705181,0.243601168,31.06314559,59056.79788,1.57157521,3912.932689,571385.0928,72.6169975,84,142:56:00,16.11,582.168,80,13.99283476
95,AUI-10287,"2900 S Sepulveda Blvd, Los Angeles, CA",34.0286577,-118.4290429,90064-1508,6037271702,13776.30437,2289.883131,5034.393573,4729.596628,1722.431041,6112.655052,2933.485348,3179.169704,206.6885752,322.5855088,1306.83119,4276.549777,3317.178055,9867.361257,0.502938034,228.2068202,7872.446868,442.5809688,3339.661607,830.5141283,966.3402173,6316.845375,5837.443954,479.4014212,305.6723347,5011.800705,1107.208447,1108.428239,626.4093023,18.60017388,1107.301946,79.01369301,512.9582005,6602.366875,489.7118233,11910.93431,-0.339274364,25.21869464,82948.96982,2.280861911,11406.56569,960451.1515,270.8189334,95,403:47:00,0,1778.145,26,1.292548628
96,AUI-10321,"6510 Forest Lawn Drive, Los Angeles, CA",34.1463664,-118.3334931,91522,6037189701,3316.702257,447.4644388,1313.144164,1242.288392,313.8052625,1759.888724,608.3363871,1151.552337,68.94581632,262.0329415,564.0751681,864.8347983,830.6003833,2342.737457,0,61.5304991,2009.730424,158.1847154,700.6275271,344.5004175,336.6948148,1621.12516,1454.262132,166.8630283,127.3387311,1304.80543,126.5211415,480.8702725,97.5335807,0,199.9930605,0,102.1196733,2028.177368,268.2886434,3371.767651,3.239644577,18.46134983,84966.40846,1.990186236,2771.302695,861802.1069,211.1004539,53,56:08:00,6.69,345.558,36,1.461051094
97,AUI-10322,"11320 Laurel Canyon Blvd, Los Angeles, CA",34.2760489,-118.4498162,91340,6037109500,9655.142857,2359.067793,2464.118238,3502.25493,1329.701896,2497.844814,1901.45172,596.3930944,897.1685581,661.3325363,649.4977923,289.8459276,2795.9742,6593.474607,21.26757817,558.8174459,4064.923556,270.8716454,3243.579942,189.4051424,451.6241902,3520.098741,3005.555447,514.5432941,346.8296512,2922.001968,454.1931685,457.6096028,230.5815191,0.537297921,801.9938741,187.0746351,420.1051122,2647.272242,149.4274274,4707.225217,-0.284810999,30.68848737,55534.8779,3.795388553,7983.868306,395238.9731,37.59348142,24,33:04:00,20.82,203.881,29,2.250430818
98,AUI-10317,"8309 Louise Ave, Los Angeles, CA",34.221544,-118.5102314,91325,6037115401,9156.425936,2123.288073,1926.873218,3879.404909,1226.859735,2914.651456,2162.827329,751.8241269,344.5687249,543.6116079,1032.080239,994.3908838,2425.829466,6425.268762,0.451158465,460.3580404,4617.197002,170.9266869,2499.612092,319.2087853,416.4641545,3908.090616,3533.121477,374.9691386,515.2825555,2943.400273,588.1595196,815.2685775,269.6918947,0.676737698,787.6398446,165.2039522,420.6211516,3096.707342,182.0558863,5629.760886,-0.672462713,33.34899952,71207.41746,3.166122337,7560.934916,616421.1164,98.31629107,18,65:08:00,6.39,217.796,23,3.99661418
99,AUI-10310,"7537 Balboa Blvd, Los Angeles, CA",34.207544,-118.501288,91406-5441,6037131900,8801.362071,1933.764713,2076.169934,3671.789099,1119.638326,2925.691383,1929.285079,996.4063046,430.8310331,529.6681775,917.4746374,1047.717535,2243.081265,6358.985915,5.196128523,378.5408269,4550.229663,356.1364898,2199.459795,277.1471035,401.2115935,3907.252673,3392.604579,514.6480939,402.3092386,3075.51858,505.6704375,710.5686935,258.4719514,0,744.9226954,126.8722788,457.7405005,2992.346335,66.65495172,5727.475834,-0.647812115,32.85148604,65204.47258,3.325745333,7261.308455,494217.9486,84.11991191,2,0:03,0,0.215,29,2.150006003
100,AUI-10313,"18099 Rinaldi street, Los Angeles, CA",34.2786448,-118.5274194,91344-1701,6037108103,4647.638355,884.3049152,829.2727884,2003.818718,930.2419328,1495.293276,1198.062632,297.2306441,57.1639686,196.1382812,397.347783,844.6432432,1125.491782,3361.829414,5.311605333,264.1367924,2323.951839,129.2469224,1468.115259,70.0506346,40.27455061,2023.450474,1778.183357,245.2671178,58.61793845,1378.170535,290.2772414,443.6381691,210.2965924,1.56930093,523.8866629,85.79557686,338.7208096,1572.835623,77.54234746,2826.842791,-1.036248976,35.38163054,132370.0699,3.129209826,3839.372891,762223.8523,89.37318439,23,39:59:00,17.5,192.641,4,1.451776501
101,AUI-10312,"21900 Plummer St, Los Angeles, CA",34.2424122,-118.6042211,91311,6037113237,3700.039099,741.3499565,765.4291097,1492.960731,700.2993026,1254.887704,852.2323249,402.6553788,103.0687063,221.2566288,397.738166,532.8242025,811.7977736,2736.45257,0.270445448,187.6785705,1857.180891,148.0026053,1062.052703,158.2404974,209.7742538,1463.215268,1331.204606,132.0106622,150.6137067,1221.810126,200.9140364,296.6438125,126.5858215,11.22709421,406.3714268,74.13632407,206.3707499,1320.531311,65.64360775,2438.688358,-0.214526544,35.16237308,83189.43535,2.896744722,3058.289091,673180.91,30.58348525,40,152:41:00,9.45,610.003,27,1.011310612
102,AUI-10307,"10567 Mason Ave, Los Angeles, CA",34.261771,-118.5798527,91311,6037113101,4965.580275,782.7872567,975.8910917,2192.186204,1014.715722,1614.016112,1255.714081,358.3020312,87.57877209,238.8732799,503.214903,784.3491569,1082.866637,3739.221671,8.460233683,179.4266809,2547.385442,159.9216287,1577.37872,131.9711672,78.34292873,2125.621664,1974.637849,150.9838155,74.31720249,1665.90744,264.5816695,468.3850408,144.9232885,3.588003358,588.3849857,88.64981029,277.0798407,1659.106475,45.09036334,3122.633114,-0.77471696,33.65478138,115599.1837,3.05187466,4107.775432,711558.1326,29.61232238,12,9:38,2.36,55.592,34,1.975336196
103,AUI-10387,"5350 San Vicente Blvd, Los Angeles, CA",34.0525027,-118.3512399,90019,6037217100,17137.15359,2652.4568,4644.755851,7944.184805,1895.756135,7455.345186,3567.052185,3888.293,765.0590674,803.6754398,2044.745999,3841.86468,3283.249564,13188.02566,4.676995424,405.2618218,10395.71263,487.0648092,3818.094293,1420.511687,1120.162029,8133.939552,7544.823129,589.1164228,911.362413,6856.903697,913.1331645,1743.12431,869.4705305,13.08093229,1537.47674,215.1082343,777.407591,8116.116272,660.7710865,14154.4611,-0.227560773,29.38710771,76759.39652,2.288626548,14184.78108,998872.2999,189.4770145,8,53:15:00,4.1,103.377,36,2.35456763
104,AUI-10294,"1143 S Beverly Dr, Los Angeles, CA",34.0565394,-118.3964782,90035,6037269100,15400.41854,3345.79447,3563.376792,5874.327705,2616.919575,6887.262442,3578.360656,3308.901786,227.1379285,503.8264011,1393.026251,4763.271861,3706.77929,11144.51383,12.79334833,698.0126688,7832.071781,394.0156998,4344.012083,1030.443232,1262.081967,6011.632119,5524.603587,487.0285319,633.2462759,4453.851533,417.7000385,2240.002024,669.1499695,51.3682164,1673.786655,202.1574857,635.9029692,7654.596497,767.3340556,13180.97337,-0.418080162,23.42174687,98663.25578,2.265603886,12687.2348,1587580.901,399.0538807,33,117:46:00,2.83,653.716,43,1.317569171
105,AUI-10292,"664 S Central Ave, Los Angeles, CA",34.0372306,-118.2405573,90021,6037206300,8283.085673,316.1153708,1749.68109,5183.749111,1033.540101,4094.017891,385.0776246,3708.940267,949.1620067,910.2449551,1115.968837,1118.642092,783.5065135,7423.872141,19.16628291,47.3530033,2686.809527,485.4597396,4819.566992,1102.508436,959.8126876,1055.441667,951.5561025,103.8855648,149.7897745,1556.61503,256.3497592,469.4913396,394.7592937,9.594104634,900.0646029,1070.650711,147.6111922,4663.462253,569.4443614,5614.966412,0.67080354,31.98403139,47997.82128,1.504522571,6874.051435,544592.7667,157.7677806,12,8:07,0,32.999,103,1.304687105
106,AUI-10295,"5931 W 18th St, Los Angeles, CA",34.0438008,-118.3715329,90035,6037216700,15265.97212,2634.303027,4626.648193,6109.766498,1895.254405,6133.905583,2937.407694,3196.497889,585.0995734,760.1225336,1996.518314,2792.165162,3135.412788,11820.26969,0,482.562391,8733.799796,574.2992835,3629.115447,1003.398118,1212.284509,6991.019909,6433.721275,557.2986345,628.0131434,5539.882673,796.7954715,1498.64515,875.3705651,23.1059353,1100.814602,391.5306997,730.4590944,6645.574118,511.6685351,11648.2918,0.069408901,27.46152612,68832.16265,2.456920916,12642.96202,877400.0593,234.8149263,57,228:20:00,20.42,1186.088,28,3.435742402
107,AUI-10296,"6299 W 87th St, Los Angeles, CA",33.9585605,-118.3947537,90045,6037278001,4790.899103,854.6963849,990.0606168,2142.649631,803.4924698,1938.419649,1267.525784,670.8938651,35.08834789,211.8083719,551.1958197,1140.327109,976.7626131,3657.868733,14.99465392,154.0948156,2674.273632,89.78397099,1253.071008,70.58839486,149.1182271,2244.83271,2139.377869,105.4548406,130.5565445,1747.950268,299.4493557,365.3314852,250.0395815,11.50294151,530.8801437,48.04982263,319.8170436,2073.544268,135.1246194,3766.507614,-0.498251428,27.66024924,104849.6788,2.594848392,3955.38787,833439.9949,90.31318992,58,89:10:00,16.14,206.503,35,2.115453584
108,AUI-10290,"1398 S Orange Grove Ave, Los Angeles, CA",34.0514741,-118.3655228,90019,6037216900,15183.99176,2251.507252,3964.624721,6872.792873,2095.066915,6770.019176,3095.968979,3674.050197,488.5915419,586.1100613,1864.43012,3830.887453,2488.671309,12170.78408,4.235603415,336.5880087,8790.874436,690.5591716,3646.47133,1206.720854,1166.456708,6802.814594,6292.991799,509.8227954,505.0445328,5256.50957,771.5377053,1790.823736,955.6564866,16.34693724,1260.3726,349.4807023,740.717054,7302.641422,532.622246,12966.61896,-0.054109856,27.58657892,74900.17658,2.208660139,12552.33838,1043186.039,226.7446991,45,103:59:00,5.02,543.671,28,4.022374489
109,AUI-10318,"2442 Marengo St, Los Angeles, CA",34.0539241,-118.20177,90033,6037203200,22683.09109,6507.880364,6133.875535,8044.437373,1996.897817,5791.52367,4532.612259,1258.91141,3186.212673,978.0808304,1153.608544,473.6216219,7054.390253,14621.11089,80.64185304,1565.690801,9699.59015,510.2268171,6866.559201,1320.775768,1244.409631,7326.286459,6152.147838,1174.138621,2386.429296,7014.09878,1254.526608,891.4549377,524.7301696,14.77965394,1507.279105,409.5257492,401.2396917,6103.626534,312.1028646,10335.05249,0.845656673,32.44767974,39254.15518,3.656460074,18729.74367,366062.5997,32.5332497,17,55:35:00,0.97,134.4,26,1.740116434
110,AUI-10319,"10108 Mason Avenue, Los Angeles, CA",34.254167,-118.579712,91311,6037113322,7219.708725,1219.634255,1509.285931,3322.209858,1168.57868,2525.717628,1819.505211,706.2124169,149.8031663,415.9456636,824.0744452,1135.894353,1819.570247,5222.888125,13.46119695,274.7559192,3870.802107,284.6089219,2058.362632,347.1503972,195.7186041,3221.432348,2917.983744,303.4486044,218.7115065,2635.675923,353.8725643,594.8576761,276.3061652,10.0897789,793.5590761,86.82000479,370.2808457,2564.526327,38.80869827,4869.456364,-0.582722665,31.84628995,96266.37681,2.906306179,5958.588463,599917.4799,29.60969492,10,4:23,0.06,30.298,35,1.839330884
111,AUI-10316,"3022 S Grand Ave, Los Angeles, CA",34.0226929,-118.274234,90007,6037224600,18445.44714,3004.078798,10487.67785,4008.519861,945.1706338,3563.344247,2010.973234,1552.371013,1574.129124,581.1973239,850.2480172,557.7697825,10216.28074,7738.839476,52.51202311,3587.826269,7033.801313,1089.652488,7724.577825,768.951378,1296.144822,3018.986775,2514.946791,504.0399841,1287.641867,5060.290185,427.731938,527.7910986,1017.147662,0.840429592,467.9291505,225.7122281,174.0564205,3902.677588,339.3333409,5924.378871,1.460563273,28.12905936,26611.41343,3.487955257,15218.35538,391210.3018,76.16576838,11,19:02,24.73,115.661,57,1.362440864
112,AUI-10281,"3000 W Slauson Ave, Los Angeles, CA",33.9887353,-118.3256819,90043,6037234700,15052.36632,3433.386169,3561.670458,5989.074792,2068.234902,5544.444817,3209.108229,2335.336588,1343.94876,1517.986014,1896.460823,786.0492204,4076.536102,10595.60356,53.21682021,771.8732287,6671.434795,644.5895952,4771.647434,731.2722295,1487.283456,5273.13241,4760.571844,512.5605659,1262.083488,4521.219035,1078.393828,721.938125,349.8838066,0,1553.629631,612.2077983,691.0958455,5933.866653,389.4218356,10021.00807,0.973226591,38.47793851,44780.07558,2.701790218,12427.47885,405925.9878,69.36301292,8,11:21,15.24,40.543,31,2.85159023
113,AUI-10324,"11009 S Figueroa St, Los Angeles, CA",33.9354416,-118.2829569,90044,6037241202,18965.55091,5653.963202,5138.387225,6610.902714,1562.297766,5131.518643,3825.075168,1306.443474,1712.113106,1505.071333,1456.06157,458.2726346,5664.022533,12415.50329,78.25623583,1215.147711,7314.974407,741.3351452,6082.988975,757.8245272,1296.889893,5960.669451,5230.361019,730.3084325,2214.411173,5371.99151,747.8640758,961.3347254,223.4643513,10.31974497,1322.300313,726.9747206,473.1569588,5382.815769,251.2971264,9217.540449,1.370549878,35.83592312,37710.14887,3.654596368,15646.93192,353040.9658,18.81790354,19,36:13:00,5.64,229.025,24,1.295672373
114,AUI-10323,"1033 W Pacific Coast Hwy, Los Angeles, CA",33.7906825,-118.2762558,90744-4522,6037294301,16669.92078,4692.634232,4373.29869,6023.437832,1580.550023,4172.637936,3571.791405,600.846531,1678.572471,948.927862,1200.640795,344.4968073,4949.274213,11014.10551,87.89650051,817.9915577,7382.624864,441.6022165,4557.651872,599.4916323,638.0004384,6396.310571,5630.155164,766.1554065,1333.960283,5810.310783,569.307124,673.408342,326.761126,2.837489304,1047.804183,327.9724303,541.099123,4336.240684,163.6027487,7901.459579,-0.230246211,25.54935525,58090.33502,3.741952866,13801.08181,391245.7336,19.55801393,11,19:08,25.79,54.667,25,1.357873326
115,AUI-10311,"5160 Vineland Avenue, Los Angeles, CA",34.1641232,-118.3696155,91601,6037125501,21705.6326,2052.467381,9695.123278,7951.57837,2006.463569,10749.83114,3817.840066,6931.991077,812.4990564,1311.526383,3697.535149,4928.270554,3851.793026,17415.89006,0.398999164,362.3397143,13813.80107,982.7584234,5041.53195,2258.560666,2804.487231,10617.22876,10026.24272,590.9860423,666.5450572,9798.773559,846.678582,2305.186204,850.6419038,12.52081724,1385.830642,580.5440738,612.9868913,11554.33583,804.5046862,20533.62041,0.224260686,30.62701508,53517.81779,2.086843687,17939.70483,576702.7635,175.3548546,101,282:39:00,77.95,1012.329,59,5.510189462
116,AUI-10299,"11410 Burbank Blvd, Los Angeles, CA",34.1718483,-118.3797377,91601,6037125200,16852.58843,2364.933876,6109.135838,6691.514552,1687.004168,7238.489894,3477.450559,3761.039336,963.0253429,1213.860593,2290.090966,2771.512992,3509.703016,12966.75987,31.86415689,414.2843627,9667.37383,701.4601509,4338.140847,1574.566574,1840.538162,7309.39497,6709.244452,600.1505174,714.7331295,6880.722318,625.6836155,1796.109746,347.0150614,17.84308885,1098.257551,400.5074877,409.7136578,7919.297701,680.8078066,13911.47443,0.389719593,30.73858387,52678.71674,2.35391487,13914.76189,597687.2942,166.8284331,20,73:54:00,26.35,210.059,48,1.777748628
117,AUI-10320,"21365 Erwin St, Los Angeles, CA",34.182931,-118.59696,91367,6037134905,12217.05514,1828.838285,4574.79056,4271.000475,1542.425816,5664.832577,2900.567667,2764.26491,196.2480773,768.7263274,1765.146259,2934.711914,2766.570674,8940.052112,21.69342674,577.8705052,6999.422771,592.5781035,3009.940188,1159.590926,1125.744953,5660.44851,5226.443583,434.0049271,492.7600511,5281.959943,441.5383045,978.0082067,297.9163164,0,1070.958566,288.7482955,469.9664063,6116.982537,452.1499594,10826.15442,0.131989494,30.5715914,76294.32165,2.153939408,10105.56429,468589.9347,111.7433605,28,114:06:00,11.75,443.529,58,1.236603364
