,Unnamed: 0,Unnamed: 0.1,Station,Total Sessions,Address,Latitude,Longitude,Distance To Freeway (in miles),num_pois_nearby,concentrated_disadvantage,commute_time,cars_per_home,median_household_income,total_population,pop_below_18,pop_between_18_34,pop_between_34_65,pop_over_65,ev_car_count,total_sessions
31,31,31,AUI-10230,12,"8923 S Western Ave, Los Angeles, CA",33.9556072,-118.3092868,2.0810923206470524,23,0.5861253667869284,31.74603174603175,0.6588600905883975,56165.8253968254,4767.287878787879,1211.969696969697,1197.8030303030305,1800.6818181818182,556.8333333333334,252.66666666666663,12
32,32,32,AUI-10234,59,"3145 S Vermont Ave, Los Angeles, CA",34.0262389,-118.291681,1.6555100649254468,60,0.41026377611936493,31.875,0.4013981640185371,58148.6875,3920.166666666666,751.7727272727273,1139.469696969697,1565.090909090909,463.83333333333326,285.8030303030303,59
33,33,33,AUI-10240,107,"3540 W 3rd St, Los Angeles, CA",34.0687591,-118.2931096,1.2922310522018416,89,1.223655750467393,28.95522388059701,0.3855325056570246,60700.13333333332,3468.8208955223877,679.0149253731344,990.3880597014926,1382.5820895522388,416.8358208955224,440.3787878787878,107
34,34,34,AUI-10239,143,"19054 N Kittridge St, Los Angeles, CA",34.1902212,-118.5485848,1.7847283361255426,18,-0.8570084941961884,32.769230769230774,0.9564716502279234,110354.5076923077,4416.030303030303,921.0757575757576,874.1363636363636,1851.1969696969695,769.6212121212121,595.1666666666666,143
35,35,35,AUI-10225,43,"23385 W Burbank Blvd, Los Angeles, CA",34.1722467,-118.6443485,1.7412752231701814,0,-0.7600878968133618,36.35416666666666,0.8749756417388848,113761.27083333331,4352.905660377359,948.9056603773583,768.1320754716983,1926.6037735849054,709.2641509433963,590.5849056603772,43
36,36,36,AUI-10223,9,"18401-18435 Kittridge St, Los Angeles, CA",34.1902425,-118.5335015,2.0140737231251142,30,-0.4752163231222775,31.924242424242426,0.7578152352327471,101587.36363636363,4446.166666666667,969.2424242424244,965.6969696969696,1781.833333333333,729.3939393939394,579.6417910447761,9
37,37,37,AUI-10203,29,"6813 N Hayvenhurst Ave, Los Angeles, CA",34.166923,-118.4923732,1.427323908551982,18,-0.5991755634384911,32.121212121212125,0.8257706143183221,123899.80303030302,4098.30303030303,855.9848484848485,900.6515151515152,1684.0757575757575,657.5909090909091,692.1363636363636,29
38,38,38,AUI-10202,12,"6013 W Cadillac Ave, Los Angeles, CA",34.037672,-118.37471399999998,3.0617800266793664,30,-0.0213613362197406,30.318181818181817,0.4723669738751445,83827.63636363638,4034.606060606061,706.6060606060606,1052.621212121212,1623.909090909091,651.469696969697,572.3333333333334,12
39,39,39,AUI-10253,116,"587 S Hobart Blvd, Los Angeles, CA",34.0638047,-118.3055059,2.1547804724392035,94,1.3346046696949243,29.015625,0.3982188979093762,63665.29310344828,3543.134328358209,630.179104477612,1020.2238805970151,1452.5223880597016,440.2089552238806,576.560606060606,116
40,40,40,AUI-10215,107,"609 W Alpine St, Los Angeles, CA",34.063369,-118.241175,1.5155215110652418,99,0.4975353771638968,31.53030303030303,0.4751988036703842,53851.454545454544,3542.378787878788,767.030303030303,1077.1515151515152,1284.3484848484848,413.8484848484849,316.1363636363636,107
41,41,41,AUI-10219,138,"6438 N Fulton Ave, Los Angeles, CA",34.18744,-118.422412,1.5956351757458818,29,-0.5384342793425311,30.33333333333333,0.8989279597082038,105756.45,3511.121212121212,739.8181818181819,786.8939393939394,1464.3636363636365,520.0454545454545,545.0454545454545,138
42,42,42,AUI-10242,71,"1109 South La Brea Ave, Los Angeles, CA",34.054634,-118.343996,1.9149350103897267,49,0.11347754929739012,29.75757575757576,0.4661672075780077,91840.54545454547,4076.681818181818,762.469696969697,1082.969696969697,1607.666666666667,623.5757575757576,564.1818181818181,71
43,43,43,AUI-10272,61,"7614 N Louise Ave, Los Angeles, CA",34.2088705,-118.5096412,2.7839990449582435,27,-0.5664333003840549,32.60606060606061,0.9218556970773524,93132.95454545453,4540.5,953.9848484848483,984.1060606060606,1890.2121212121206,712.1969696969697,583.0454545454545,61
44,44,44,AUI-10260,35,"9866 N De Soto Ave, Los Angeles, CA",34.249545,-118.5883922,1.3736632785215643,26,-0.7732402207164064,31.660714285714285,0.9308329387534598,99503.71428571428,3760.017857142857,766.0892857142858,851.5178571428571,1595.5,546.9107142857143,550.2321428571429,35
45,45,45,AUI-10258,20,"11118 S Main St, Los Angeles, CA",33.93414600000001,-118.2737655,1.333340257363653,26,0.7975484152665234,30.863636363636363,0.7780014412427665,49459.681818181816,4870.272727272727,1306.0,1289.378787878788,1800.3030303030305,474.59090909090907,162.77272727272728,20
46,46,46,AUI-10222,13,"3840 S Western Ave, Los Angeles, CA",34.016127000000004,-118.30875690000002,1.8904321842250391,28,0.4376862245708123,30.696969696969692,0.3516232889956538,61465.77272727273,4231.106060606061,845.3636363636364,1203.590909090909,1655.7121212121212,526.439393939394,285.93939393939394,13
47,47,47,AUI-10209,39,"11730 National Blvd, Los Angeles, CA",34.02189370000001,-118.4394675,1.613783640247963,28,-0.7153634811082866,27.88888888888889,0.700033025379736,135293.92592592593,3347.575757575757,597.6060606060606,692.6818181818181,1363.030303030303,694.2575757575756,735.9807692307692,39
48,48,48,AUI-10210,77,"11667 W Santa Monica Blvd, Los Angeles, CA",34.044141,-118.455429,1.3220986588349188,60,-0.7546677404747459,27.210526315789476,0.6584546201972522,148951.73684210525,3266.6363636363635,586.7272727272727,693.5151515151515,1340.2121212121212,646.1818181818181,911.0,77
49,49,49,AUI-10213,81,"10478 W Wilshire Blvd, Los Angeles, CA",34.0647503,-118.4310256,2.6387387436898067,19,-0.8026724194142918,27.96969696969697,0.6102540479252875,144915.63636363635,3704.363636363637,661.6818181818181,819.6060606060606,1541.2878787878788,681.7878787878788,869.1212121212121,81
50,50,50,AUI-10211,67,"8334 Lincoln Blvd, Los Angeles, CA",33.9618772,-118.4208079,2.159787836011063,39,0.11273497584775985,28.09756097560976,0.3884735605427037,75986.58536585367,2881.621212121212,548.9242424242424,736.0151515151515,1166.939393939394,429.74242424242425,528.5333333333333,67
51,51,51,AUI-10221,13,"12159 W Olympic Blvd, Los Angeles, CA",34.032711,-118.4550231,1.2355829905297593,41,-0.8585278676933937,26.962264150943398,0.6190319007826279,147994.0377358491,3714.5,675.3333333333334,782.1515151515152,1593.166666666667,663.8484848484849,896.7254901960785,13
52,52,52,AUI-10217,135,"6646 W Sunset Blvd, Los Angeles, CA",34.0978525,-118.3348393,1.099057980761517,121,0.9212535620076322,27.74242424242424,0.4954144943628052,99566.91525423726,4007.9848484848494,762.1363636363636,955.4393939393941,1674.469696969697,615.939393939394,590.4545454545455,135
53,53,53,AUI-10208,242,"12237 W Santa Monica Blvd, Los Angeles, CA",34.04001179999999,-118.46559340000002,1.4316379821767091,58,-0.8737165350531375,26.94339622641509,0.6493244417747315,158582.69811320756,3310.7575757575764,612.7878787878788,681.3333333333334,1383.6818181818182,632.9545454545455,943.1372549019608,242
54,54,54,AUI-10271,21,"11816 W Major St, Los Angeles, CA",33.984934,-118.4002577,1.3902744663637612,47,0.2902849836377985,28.75,0.4564974752052614,75499.36538461539,2978.3030303030305,646.3484848484849,701.0909090909091,1222.3484848484848,408.5151515151515,483.4285714285714,21
55,55,55,AUI-10252,60,"11677 San Vicente Blvd, Los Angeles, CA",34.054247100000005,-118.4651397,1.2607145340407881,63,-0.8209903253165127,26.82758620689655,0.6134230183183417,154936.06896551725,3222.348484848485,643.0909090909091,617.9090909090909,1303.530303030303,657.8181818181819,965.9107142857144,60
56,56,56,AUI-10250,6,"8624 S Wilton Pl, Los Angeles, CA",33.9591244,-118.314752,2.3793844517582605,26,0.7413719891673631,31.661290322580644,0.638322191150528,55533.951612903234,4926.621212121212,1277.1515151515152,1227.8484848484848,1848.742424242424,572.8787878787879,255.3636363636364,6
57,57,57,AUI-10246,46,"1516 N North Spring St, Los Angeles, CA",34.06782860000001,-118.2305633,1.6093304398318509,63,0.2463047255106381,30.03030303030303,0.4711416633687469,59479.75384615385,3599.151515151515,699.5606060606059,1058.9545454545455,1350.4242424242425,490.2121212121212,308.4848484848485,46
58,58,58,AUI-10220,23,"616 W Washington Blvd, Los Angeles, CA",34.0347482,-118.2737356,0.7036071838941607,50,0.5186181488345231,31.841269841269842,0.4430833050912689,55107.92063492064,3397.833333333333,756.5909090909091,890.969696969697,1347.1818181818182,403.09090909090907,246.5909090909091,23
59,59,59,AUI-10243,3,"13076 W Sherman Way, Los Angeles, CA",34.2011905,-118.4515324,2.7052017342161454,33,-0.37829970532241214,31.34848484848485,0.9486278115660446,94092.51515151515,4610.212121212121,1003.5606060606059,1054.3181818181818,1873.242424242424,679.0909090909091,479.3484848484849,3
60,60,60,AUI-10204,150,"2843 S Flower St, Los Angeles, CA",34.0262014,-118.2760072,1.2986327878200463,62,0.5448738613496129,31.609375,0.4553696768439214,54089.28125,3770.833333333334,847.9393939393941,1020.8484848484848,1471.5,430.54545454545456,249.3181818181818,150
61,61,61,AUI-10200,207,"182 S Alameda St, Los Angeles, CA",34.047486,-118.2378968,1.4570680900623056,122,0.32509369919069725,32.134328358208954,0.5423195863790109,55092.02985074627,3805.9701492537324,875.6268656716417,1049.8358208955224,1428.044776119403,452.46268656716416,275.0,207
62,62,62,AUI-10227,49,"19135 W Victory Blvd, Los Angeles, CA",34.186682,-118.549965,1.7559755524187362,18,-0.7647924689881588,32.25806451612903,0.823351069579225,117371.0,4207.353846153847,887.7692307692308,832.0615384615386,1754.1692307692306,733.3538461538461,614.8358208955224,49
63,63,63,AUI-10235,102,"12387 W Osborne St, Los Angeles, CA",34.2609217,-118.4031581,2.0277602427091344,22,-0.12868231403322447,33.666666666666664,1.125529784758622,67552.22727272728,3746.212121212121,811.6818181818181,919.469696969697,1491.6363636363635,523.4242424242424,408.8484848484849,102
64,64,64,AUI-10206,108,"6765 W Foothill Blvd, Los Angeles, CA",34.2479199,-118.2792176,1.7193421709308891,26,-0.7131158940123303,33.09523809523809,1.1896763095992051,96220.20634920636,2658.212121212121,517.9090909090909,496.0151515151515,1167.2272727272727,477.06060606060606,419.66666666666674,108
65,65,65,AUI-10266,25,"12518 W Oxnard St, Los Angeles, CA",34.180236,-118.5055565,2.007965032849885,6,-0.35227278439141946,31.53030303030303,0.7932581197492135,112005.71212121213,3927.7727272727284,786.5,1022.3333333333335,1546.6818181818182,572.2575757575758,650.5147058823529,25
66,66,66,AUI-10264,45,"12728 W Sherman Way, Los Angeles, CA",34.2011905,-118.4515324,2.7052017342161454,33,-0.37829970532241214,31.34848484848485,0.9486278115660446,94092.51515151515,4610.212121212121,1003.5606060606059,1054.3181818181818,1873.242424242424,679.0909090909091,479.3484848484849,45
67,67,67,AUI-10229,121,"15596 W Roxford St, Los Angeles, CA",34.3116785,-118.47127240000002,1.7020461485417018,12,-0.1070304507486219,36.34848484848485,1.214405192079809,76779.07575757576,3101.121212121212,667.2272727272727,699.5151515151515,1283.6969696969695,450.6818181818182,455.1060606060606,121
68,68,68,AUI-10247,25,"13194 W Sherman Way, Los Angeles, CA",34.2011905,-118.4515324,2.7052017342161454,33,-0.37829970532241214,31.34848484848485,0.9486278115660446,94092.51515151515,4610.212121212121,1003.5606060606059,1054.3181818181818,1873.242424242424,679.0909090909091,479.3484848484849,25
69,69,69,AUI-10251,96,"1348 Abbot Kinney Blvd, Los Angeles, CA",33.990557,-118.46648229999998,1.0573033125432274,63,-0.5230780394017379,27.181818181818183,0.4629139149486092,128566.96875,2362.5076923076917,426.26153846153846,594.8,952.0,389.4461538461537,815.2894736842105,96
70,70,70,AUI-10267,12,"13629 W Sherman Way, Los Angeles, CA",34.2019429,-118.4512499,1.8420144574442965,33,-0.3787195500284709,31.40909090909091,0.9485891416341512,94068.19696969698,4616.257575757576,1013.5151515151517,1041.2272727272727,1882.8636363636365,678.6515151515151,481.46969696969705,12
71,71,71,AUI-10249,126,"3773 Motor Ave, Los Angeles, CA",34.02090310000001,-118.4045579,1.508422013164556,68,0.20888421663380916,28.63636363636364,0.4360878028893882,95278.8870967742,4598.727272727273,670.6515151515151,1442.1060606060605,1816.742424242424,669.2272727272727,632.1515151515151,126
72,72,72,AUI-10236,18,"840 Imperial Hwy, Los Angeles, CA",33.9308114,-118.2907242,1.357509435381717,18,0.5185469408942877,31.04545454545455,0.7867047699682782,52339.86363636363,5068.060606060606,1303.560606060606,1330.590909090909,1904.9545454545453,528.9545454545455,168.57575757575756,18
73,73,73,AUI-10233,111,"4121 Valley Blvd, Los Angeles, CA",34.06483,-118.194347,1.587543082946491,30,-0.06357980025092326,30.318181818181817,0.4656556156183699,60519.34848484849,3843.151515151515,732.3787878787879,1023.2424242424244,1521.6060606060605,565.9242424242424,373.93939393939394,111
74,74,74,AUI-10231,70,"1862 Robertson Blvd, Los Angeles, CA",34.0452966,-118.3865051,2.8305021300596587,29,0.2728054618070324,29.818181818181817,0.5070149257190404,95388.85483870967,4296.878787878788,729.1515151515152,1155.6818181818182,1695.5,716.5454545454545,623.5454545454545,70
75,75,75,AUI-10238,12,"8931 Venice Blvd, Los Angeles, CA",34.0288024,-118.3898835,2.008304834776426,66,0.10113793380963453,27.59090909090909,0.4980484180778777,92992.64516129033,4634.545454545455,813.6818181818181,1365.090909090909,1792.2272727272727,663.5454545454545,603.6363636363636,12
76,76,76,AUI-10289,71,"4940 Paso Robles Ave, Los Angeles, CA",34.1609594,-118.5018593,1.6060211398586002,59,-0.5845776118440451,32.07692307692308,0.7310202834889437,130442.52307692307,3454.8030303030305,713.4242424242424,784.6060606060606,1408.1060606060605,548.6666666666666,794.469696969697,71
77,77,77,AUI-10285,12,"10928 W Pico Blvd, Los Angeles, CA",34.03898820000001,-118.4303435,1.490009621744329,48,-0.5048982015935436,28.09090909090909,0.5050859408688274,128185.69696969698,4994.69696969697,786.8939393939394,1222.7121212121212,2181.090909090909,804.0,763.0757575757576,12
78,78,78,AUI-10291,18,"4647 Marmion Way, Los Angeles, CA",34.099644399999995,-118.2054051,2.2252847408522785,34,-0.0416602641297962,29.49230769230769,0.4502852467556525,78042.8125,4034.7384615384613,725.1692307692308,986.7076923076925,1625.0461538461539,697.8153846153847,448.1363636363636,18
79,79,79,AUI-10293,19,"7224 Valjean Ave, Los Angeles, CA",34.2019408,-118.4857003,1.5179752465426544,21,-0.362267776104943,31.10606060606061,0.9153189776895668,93799.72727272726,4708.530303030303,944.7424242424244,1156.3030303030305,1882.090909090909,725.3939393939394,504.7910447761194,19
80,80,80,AUI-10280,28,"16501 Otsego St, Los Angeles, CA",34.162938200000006,-118.4926688,1.7089480432571271,57,-0.6593878578464148,31.90909090909091,0.8591800764112604,126471.01515151515,3790.833333333334,770.3939393939394,824.530303030303,1552.9848484848487,642.9242424242424,738.6212121212121,28
81,81,81,AUI-10277,36,"4424 Wesley Ave., Los Angeles, CA",34.0029364,-118.2876652,1.288002764161092,34,0.6103275732339,31.863636363636363,0.40395038670752254,49359.2,3818.590909090909,819.4090909090909,1005.9242424242424,1517.7424242424242,475.5151515151515,211.83333333333331,36
82,82,82,AUI-10279,15,"18235 South Figueroa St, Los Angeles, CA",33.8654075,-118.2819881,3.5527576690894844,10,-0.01529071540942977,31.311475409836067,0.92972592027128,68737.62295081968,4149.712121212121,958.6969696969696,1026.8030303030305,1605.8787878787882,558.3333333333334,284.3030303030303,15
83,83,83,AUI-10284,14,"15321 S Figueroa St, Los Angeles, CA",33.8921709,-118.283233,2.700534301898286,21,0.5379684304011901,31.516666666666666,0.7682334569222257,56244.2,4640.560606060606,1172.3939393939395,1163.030303030303,1780.6363636363635,524.5,219.0909090909091,14
84,84,84,AUI-10283,49,"18401 Burbank Blvd, Los Angeles, CA",34.1720633,-118.5337705,1.2812318381702472,51,-0.5852423830176938,31.87692307692308,0.6779380886044191,122224.67692307693,4330.939393939394,890.6969696969697,1003.4242424242424,1786.3030303030305,650.5151515151515,656.1515151515151,49
85,85,85,AUI-10286,32,"7245 Canoga Ave, Los Angeles, CA",34.202333,-118.597861,0.900760772312235,36,-0.9069356659684636,34.14035087719298,0.9512107041333736,104045.08771929824,4538.771929824561,914.8070175438595,892.543859649123,1918.578947368421,812.8421052631578,627.6140350877192,32
86,86,86,AUI-10326,19,"5962 San Vicente Blvd, Los Angeles, CA",34.0567988,-118.3615579,2.1020419688983782,58,-0.06070564133375446,30.123076923076926,0.4949017642429197,93164.72307692307,4226.153846153846,759.7538461538461,1047.5384615384612,1729.2,689.6615384615385,552.439393939394,19
87,87,87,AUI-10315,5,"14901 Rinaldi street, Los Angeles, CA",34.2793651,-118.45746,1.7934604826775795,24,-0.5330442138850602,35.328125,1.2119722681113032,82215.625,3161.4328358208954,663.2686567164178,726.820895522388,1292.7164179104475,478.62686567164184,467.73134328358213,5
88,88,88,AUI-10282,31,"10455 W Magnolia Blvd, Los Angeles, CA",34.1651823,-118.3590241,1.406205747072072,43,0.6723764706526306,27.476923076923075,0.7348558820051914,103618.60344827586,3590.848484848485,656.439393939394,803.7272727272727,1579.6818181818182,551.0,601.8636363636364,31
89,89,89,AUI-10308,186,"3117 Temple St., Los Angeles, CA",34.075306,-118.280769,2.0438043146624585,42,1.4932356038741954,29.34848484848485,0.3668126083218182,57776.88333333332,3556.560606060606,716.4545454545455,1071.8484848484848,1383.2272727272727,385.03030303030295,402.25757575757575,186
90,90,90,AUI-10314,30,"20124 Sherman Way, Los Angeles, CA",34.200408,-118.5718745,2.267881905781904,31,-0.9476196867560752,33.935483870967744,1.0189136763407145,108130.58064516127,4039.151515151515,808.9545454545455,801.5151515151515,1686.0,742.6818181818181,566.5074626865671,30
91,91,91,AUI-10309,37,"8245 Winnetka Ave, Los Angeles, CA",34.2198591,-118.5713659,2.2057571767201374,19,-0.9548967033426616,34.10526315789474,0.8450949093399373,103582.94736842104,3884.5,822.859375,692.078125,1660.1875,709.375,645.59375,37
92,92,92,AUI-10288,28,"1747 S Barrington Ave, Los Angeles, CA",34.04013,-118.4534103,1.2790964095801605,50,-0.7568531348815476,27.535714285714285,0.6559577785826435,146658.8392857143,3425.575757575757,619.2272727272727,718.469696969697,1422.1969696969695,665.6818181818181,914.3888888888887,28
