,Unnamed: 0,Station,Address,lat,lon,zipcode,Geo_FIPS,total_population_1_km,pop_below_18_1_km,pop_between_18_34_1_km,pop_between_34_65_1_km,pop_over_65_1_km,occupied_households_1_km,family_households_1_km,nonfamily_households_1_km,householder_less_than_high_school_1_km,householder_high_school_degree_1_km,householder_some_college_1_km,householder_bachelors_degree_1_km,older_than_3_in_school_1_km,older_than_3_not_in_school_1_km,not_high_school_grad_1_km,high_school_grad_1_km,employed_1_km,unemployed_1_km,not_in_labor_force_1_km,30_49_percet_income_to_rent_1_km,over_50_percent_income_to_rent_1_km,commuters_by_car_truck_van_1_km,commuters_by_car_truck_van_alone_1_km,commuters_by_car_truck_van_carpool_1_km,children_living_with_single_parents_1_km,private_sector_1_km,public_sector_1_km,self_employed_1_km,private_non-profit_1_km,unpaid_family_workers_1_km,households_social_security_income_1_km,households_SsI_1_km,households_retirement_income_1_km,housing_units_1_km,vacant_units_1_km,total_cars_1_km,commute_time_1_km,median_household_income_1_km,average_household_size_1_km,population_density_1_km,median_house_value_1_km,ev_car_count_1_km,total_sessions,total_connection_time,total_amount,total_kwh,distance_freeway
10,10,AUI-10259,"4977 N Genesta Ave, Los Angeles, CA",34.161293,-118.503322,91316-3402,6037139600,114902.04848417961,5341.625058915176,1036.8303866579843,999.4646566478257,2205.8101589230896,1099.5198566862757,2166.21308134971,1453.9126095022505,4858.098049878741,112.56921424462985,108.2021852835627,487.7529366025,1457.6887452190178,1209.2660933867392,3990.264842720252,5.894401178459019,225.26643242055232,2735.183468599092,143.64609016362,1086227.6259374684,122.47321301053832,224.48376529924732,2207.8819050821435,2030.298591288174,177.5833137939695,118.17452674863465,1512.2540484153199,241.2089326417432,735.6210584091243,231.17831337601604,14.921115756888408,672.5969546415956,57.395647267857406,346.89851735174074,2398.2470346068235,232.0339532571128,-0.6969824735612866,34.85216155447905,642.0441077682883,2.488800426260552,1485.8034347299292,143.71175178804373,205,488:56,593.55,2816.475,1.5207656807128698
11,11,AUI-10228,"4882 N Libbit Ave, Los Angeles, CA",34.1580375,-118.48802179999998,91436,6037139701,124693.09552810699,4787.831060446336,971.0183001200097,902.3392668068816,1857.3666514627814,1057.1068420566623,1830.7402265872602,1242.1998280691444,4400.362528002624,80.9121555548045,173.54461785902183,351.94806398081266,1224.3353891926206,1161.0596915111885,3505.559501426797,6.514046532141144,171.88347135960487,2443.9393159321544,74.097968149457,983936.2207263728,150.3352608587375,194.3329577137734,1922.027990492372,1803.0792541047656,118.9487363876065,160.51694252929585,1418.8587575099625,171.85274440079803,678.8282449425877,170.99922512441088,3.4003439543948764,669.2793183553066,53.9289611810028,288.5655091089796,1959.471702548069,128.73147596080986,-1.028742918752949,32.58404344668767,552.0088727204245,2.6582809103379543,1523.8320310550173,171.1818735421268,195,384:43,397.88,1725.87,1.5405174105375652
12,12,AUI-10345,"5093 Alonzo Ave, Los Angeles, CA",34.16253270000001,-118.520257,91316,6037139502,214172.7707314628,14386.270173960344,2424.546285836279,3376.5411113123187,5817.485756888484,2767.697019923262,6339.328209615365,3644.741107717449,84415.95881216649,341.7925075033952,883.7708176008111,1912.1487625283105,3201.616121982849,3436.0168746874165,10554.888227614665,0.07760210800009468,502.87717099205895,7661.381069447673,648.0222093158037,2121673.480599197,837.5545695216051,1365.6193778676848,6251.54414652847,5833.057026940208,418.4871195882637,886.0889034795107,4658.8967843225755,737.6204185250183,1641.9111964046328,611.0568739999816,11.895796195465124,1810.3008642047635,477.37075317015024,764.6623440149887,6731.643165775197,392.314956159832,-0.18169452700236088,35.421003028848254,643.1367090913509,2.4159336098336808,1166.5066419539094,124.36079590872193,82,301:43,0.0,1487.609,1.5803909365370283
13,13,AUI-10248,"20217 Prairie St, Los Angeles, CA",34.2392059,-118.5733855,91311,6037113303,74142.87913286728,5135.22956193338,1120.294216503029,1262.1606331585208,1987.1762909959332,765.5984212758957,1620.0841861778354,1213.6882193610052,4793.430780545523,157.42723194201363,377.6630520277896,586.6551016858652,498.33880052216665,1423.370345824223,3559.118017424523,9.640418155472986,292.19427288821134,2591.769605199431,150.50815610953867,519808.1250414214,190.18584996072056,217.50017570029271,2169.897173351648,1896.9141928585184,272.9829804931286,244.01684719695442,1762.2740494642248,269.7529292669101,332.42027031288796,215.15761295928473,12.164743196123085,470.26797341568187,130.0800904331436,253.10605611259246,1666.7840866808915,46.69990050305661,-0.3072392447685269,29.23175721359979,390.7159645835573,3.0253861049967785,1456.0935234146748,37.45573912047628,29,62:49,78.53,274.83,2.1359996009633018
14,14,AUI-10328,"25825 Normandie Ave, Los Angeles, CA",33.7893434,-118.2974987,90710-2805,6037294421,221512.97831890167,13830.49004453066,3534.077920333699,3362.493171942639,5640.513763331936,1293.4051889223838,4564.325234012693,3247.695762288404,62510.7357384051,1144.1138738478435,997.7561339431564,1466.7522283552935,955.7029978663992,3881.366746985942,9419.17309138536,78.98360289735224,717.660074027806,6715.387976853792,647.59044068181,1614245.2205976231,710.704023443185,668.9174592812724,5617.498428954144,5011.636672685288,605.8617562688572,1108.5467529021112,5124.311177580099,572.7093880778713,657.2392000405143,307.65481205118675,53.473399104119395,976.9415438687364,254.66440557855708,453.2096385042569,4791.142457134425,226.81722312173213,0.5967293178203176,28.26276522894329,282.6418791862441,2.750552975175257,692.7965127503078,78.29763251186681,5,0:22,1.0,2.31,1.794324228282144
15,15,AUI-10237,"25820 S Western Ave, Los Angeles, CA",33.78875120000001,-118.3074043,90717,6037293307,290105.63184130844,17085.506868154167,3678.968091313447,4108.635105687094,7175.251240286279,2122.652430867345,5979.703577238795,4095.101521600029,69256.94935495606,1157.6333974829754,1422.2341603198674,1806.4503472556494,1593.3856721803027,4336.6985050453,12136.654043733764,43.694359260142924,725.8698930132326,8886.31167209481,656.6198084230365,2134436.0358288707,856.3484837234821,823.429308996403,7470.470139361545,6837.491345684713,632.9787936768314,957.7508765019091,6458.422050418199,917.9343508950686,984.0313866536239,440.80565210999436,85.11823201792498,1516.0358822106327,310.4642004366043,672.9336176083531,6262.825934130955,283.12235689215913,-0.0887029062029139,26.93056513800909,516.4497948410918,2.8442451631787864,1075.8830252207138,94.25796101572905,12,4:32,7.01,18.392,2.697257404774312
16,16,AUI-10214,"1557 W 19th St, Los Angeles, CA",33.7270625,-118.3105717,90732,6037297000,153604.53282421007,7455.034561386482,1486.8665656830728,1566.4433553442498,3147.8042479311266,1253.9203924280318,2963.394611534217,1938.6027435817466,16988.59009418895,211.4957342901461,596.7112404440334,953.5559472313637,1201.6316895686746,1664.997578250029,5574.077659572447,5.5271438765252485,310.62243160618664,3691.38426094422,340.3153896059672,1154522.01145888,406.4585503098475,264.14692273083233,3236.8085958044576,3006.104340594288,230.7042552101696,288.84929077943144,2593.626554613573,576.1669993010348,331.3336135190738,186.5726629499709,3.684430560567324,850.9825705666817,116.64688025785378,639.5295054491859,3230.862129204878,267.4675176706603,-0.5198470932925608,29.005646784183288,547.0082564566126,2.5616872255506498,1218.2858926954993,71.96252386330497,35,108:46,122.04,671.11,1.8102463681481435
17,17,AUI-10262,"12412 W Moorpark St, Los Angeles, CA",34.150277,-118.403516,91604,6037143500,195423.42526513516,11188.09135844635,2136.4127608134163,2449.676979281512,5011.065944664627,1590.9356736867946,4963.928373066489,2772.6236640724183,20110.823049224437,144.6972831308214,414.5298967981541,1389.1363338019873,3015.5648593355268,2259.261171276791,8571.95097554039,0.0,266.0440571005123,6578.542496605355,546.3762310394793,1837646.626680084,648.1004794673504,665.6636195955567,5205.425653332937,4762.390213210115,443.03544012282237,549.5542698577492,4215.129844244768,376.39136696308225,1593.4465465943147,375.7041920016635,17.870546801526274,1055.0445179165438,130.87695189122286,470.3910090015917,5322.308825637761,358.38045257127243,-0.06730944620938979,33.08116468510889,1089.3751133372148,2.292221223098105,1111.7574840405964,227.6096253881138,217,689:17,746.87,2478.211,1.4183342708973623
18,18,AUI-10224,"23743 W Roscoe Blvd, Los Angeles, CA",34.219302899999995,-118.644998,91304,6037113231,111334.84878270164,2649.34600738665,467.8862108777176,487.5087574345076,1125.6215680023897,568.3294710720347,927.3163606441726,705.8080664550548,2980.1392395243847,22.07754801406292,124.51419456457943,233.317405386668,547.4072126788623,618.6388241726537,1971.1975591696023,0.08848475643840145,98.34297865591907,1286.1960864181435,93.3258771834363,709593.9138809831,22.753033615026826,58.457139984047,1044.1228716655037,939.5630478062538,104.55982385924958,56.34773198193206,808.607168390565,110.2508669118115,274.4912322452666,81.95681206882769,10.89000680167276,371.3641533197644,44.29519506605115,208.8549972173764,938.5806571680882,11.264296523915537,-0.8605111038433029,33.64507488563196,166.32582894660612,2.9100820153465565,757.1799365541917,55.16432336179365,96,189:25,123.71,862.1519999999998,2.4688680796390194
19,19,AUI-10269,"17729 Chatsworth Ave, Los Angeles, CA",34.265103700000004,-118.5208745,91344,6037111202,123981.12854564226,9317.666741065335,2102.1372598874864,1999.6320125026155,3919.192891748152,1296.7045769270787,3219.6571786406075,2162.393625265176,12362.67243220577,227.91780915866104,534.7934089737523,1181.0710704530395,1275.8748900551539,2641.6058481773234,6404.091583726214,15.347504470625156,628.9948561456707,4669.354284976265,259.60320346788245,911249.8687013352,398.82604708895883,393.3174065692958,4002.554436739214,3553.121808341817,449.43262839739714,342.57408047338316,3006.047546679181,692.0617249180568,653.5222777577494,316.3550094032105,1.367726218068021,848.3359294317247,223.72152743274108,479.9869824153094,3574.0945386710414,354.4373600304341,-0.5880543554978243,32.34756912932961,664.1410904267915,2.8869443925901592,1698.4251549722026,79.85806224630899,89,246:32,112.01,1389.7679999999998,1.840021391562077
20,20,AUI-10205,"6710 Platt Ave, Los Angeles, CA",34.1925151,-118.6425347,91307,6037135203,151733.26107615634,6610.59549081445,1517.3859066637192,919.4424917705388,3069.930657979912,1103.8364344002816,2166.9116387453696,1731.0203364890565,7626.126892680393,49.676473838404824,291.6793949466103,692.2299521082389,1133.3258178521155,1709.167334543659,4707.043561179298,0.6461738258509895,376.51108216637664,3108.556855968227,185.39731564977973,875019.740057766,68.25185762242198,86.97164499332939,2672.8080285214332,2429.0197648608137,243.7882636606192,244.7456424355117,1954.7494965303351,334.0025172935242,618.8865276926373,200.11059716941693,0.8077172823137369,706.1777610147777,66.78042039449963,367.11999484159514,2243.9133397817263,77.00170103635688,-0.7008596153062694,33.07761669285539,361.7069357095762,3.0262160241402616,1638.6007985048968,148.88481062325243,89,152:22,164.11,808.296,2.3576982174984
21,21,AUI-10255,"290 N Mission Road, Los Angeles, CA",34.0506258,-118.2270707,90033,6037206032,120496.84757792225,12140.756833158492,1533.7229325092171,5175.4061778210435,4257.566488204834,1174.061234623399,2692.492445202828,1498.4248648765304,31483.697645493707,856.9241998740074,464.86748396196725,616.1872440453051,754.5135173215491,1890.4527556587384,9991.631604951202,70.4492844563071,430.5224172956752,3680.80668114145,133.87041891866372,1042661.6108920856,617.0145271641662,741.6457768947465,2494.2959418231844,2070.37423612292,423.9217057002645,734.9517117554158,2517.4459817956463,326.88339553778195,615.4882883148863,205.57741060490383,15.411604888232212,773.2107061597565,370.20156301105766,135.63462056092266,2902.5615048766344,210.06905967380607,-0.02892659774170865,31.92511907752774,767.4516879825952,2.5018959833803027,2294.8215940197524,148.8641812630472,2,0:00,0.0,0.07,1.3222196372219268
22,22,AUI-10268,"17832 Plummer Street, Los Angeles, CA",34.2428198,-118.5227509,91330-8449,6037115104,114829.5035157416,8328.630436001777,868.4595186837889,4702.9973281480015,1935.942504181251,821.2310849887355,2190.498532988093,1187.944370828146,15441.681906443799,90.85689282132887,282.04565680791075,873.2587477766994,944.3372355821539,4827.119708446261,3424.826185927717,0.0,1709.9096012642913,3957.936799666796,507.3761156456344,1309960.3356525237,309.9775777697387,496.2939493468243,2716.51473221107,2524.3619129699123,192.1528192411581,151.71041709305734,2510.6216684357405,663.1756272826312,408.4752349435672,371.12789636801466,4.5363726368411434,463.57661527586913,87.39869049528835,242.5563666814353,2409.0987119365827,218.6001789484906,0.2918849153742409,25.023604361003972,437.86998609052284,3.271637152014001,1718.470514799892,158.0566019602342,20,80:57,16.93,306.375,2.6446498930369966
23,23,AUI-10257,"20321 W Saticoy St, Los Angeles, CA",34.208268100000005,-118.4721919,91406,6037127300,118695.85050664414,11341.01444559056,2722.835909938508,2912.1313172231908,4659.197798619479,1046.849419809381,3723.4278426953747,2425.265730418352,29116.259616451764,863.0554940228543,870.1307669996164,1192.4078569237606,797.8337247491443,2682.8829071271825,8055.220993219416,72.80066846874145,508.16176167568807,5914.419089665842,471.1833725639023,1106187.5820739765,833.8073570751617,799.2091699745629,4753.611031198246,3914.9708678097413,838.6401633885054,765.0855912328449,4348.959010751151,477.1610919667232,784.600480370409,303.698506577559,0.0,668.5309009315616,255.9776827639225,314.32430185773444,3898.55186814932,175.12402545394482,-0.08511566502395118,33.07777609488464,494.8270528028158,3.1494011695674216,1027.0264756793733,119.93907640136035,6,5:22,10.81,30.082,5.066727533300207
24,24,AUI-10274,"651 W 1st, Los Angeles, CA",33.78102020000001,-118.2694377,90744,6037294810,246578.8598764315,22611.79724535217,7217.3325789855835,6364.715497636117,7645.888072705028,1383.8610960254407,5458.792399303599,4483.887173033765,120293.012194579,2817.614991957108,1277.33754828862,1072.0261469462744,291.81371211159734,7438.814067935795,14115.080725526568,90.68051062380532,1261.515014869852,9768.736235700006,828.2562430194995,2017908.847109692,1302.1717237977755,1127.4541668378615,7952.025957882322,6877.434347920431,1074.5916099618912,2457.83243445222,7870.116549787504,550.9719658311366,932.9768892883106,385.1606130930693,29.51021769998699,965.6572336629041,400.37342004500664,400.6805363626097,5739.250683418722,280.45828411512247,0.44975711786624295,25.006578118713552,185.5554501385406,4.047713626241064,1018.6434782926557,15.127510694002021,14,22:43,0.0,95.417,2.2556281325092224
25,25,AUI-10245,"9200 Venice Blvd, Los Angeles, CA",34.0263805,-118.3933239,90034-4000,6037270100,337205.0354572765,16168.753167227698,1956.5884423859372,6371.174197801321,6447.426699691911,1393.5638273485276,8019.244074910127,3000.743008070107,88692.06519557713,362.2112670193511,779.9939825523253,1760.1510739545156,5116.887751383935,2833.3589493757604,12876.516755495984,1.1082803689360283,310.4938367017353,10882.961023988211,437.87042260485,3092140.141861452,1598.9800210116916,1335.7227884685592,8664.32516476624,8267.233003795542,397.0921609706993,387.32665567504205,7623.666954533918,871.1059804054513,1452.0605885804134,930.6070906481477,5.520409820278133,893.8544450500298,203.03225886275428,509.29609930681534,8482.569787183726,463.3257122735976,-0.37556512939258097,26.06397295326123,1078.5339396002487,2.142876788276771,889.2425303774683,243.5763033160481,102,200:08,350.4,974.938,1.7632580711787709
26,26,AUI-10216,"4712 W Washington Blvd, Los Angeles, CA",34.0395664,-118.3420489,90016,6037218600,260960.24256598265,18958.02604242613,3943.4138084939837,5064.646252225051,7834.7298055030615,2115.2361762040327,6784.403267263295,3860.5765367523572,92130.26311825166,1731.5298284319226,1118.642311217458,1998.4153336521374,1935.8157939617768,4870.628954535742,13405.948804486938,10.954838556638844,757.581440984214,9725.505969041464,620.1833328501781,3660664.171520765,1305.8524132109035,1626.5271078669812,7437.448246794066,6930.256300968782,507.19194582528394,1233.6883496554644,6628.752443793803,974.743195016834,1622.902560163469,468.62413768768914,30.483632379667238,1475.102695751126,569.0994446884173,689.3939815462146,7340.727350463942,556.3240832006463,0.2562751883734346,32.829796835896765,576.3661238179118,2.725603439526169,979.7049452357027,117.78648271202326,80,199:32,388.71,1025.825,4.8316880374952165
27,27,AUI-10273,"13310 W Bluff Creek Dr, Los Angeles, CA",33.9681023,-118.4262923,90293,6037275602,182943.2927399465,9969.024616995912,1300.9677167538,4389.7538261026975,3347.783150782785,930.5199233566284,3359.0689194372085,1772.4688996654709,14918.954256320478,22.111178249663812,159.58875610462272,820.6191859318287,2356.749799151093,4116.550777300482,5481.572386283125,0.0,1572.6149330721228,5405.85945950651,351.0820273123978,1777993.0202339597,407.0319299925622,471.0333270934323,3743.788952470708,3499.525435470109,244.2635170005986,182.78864347686886,3239.899989857943,495.26652716283587,869.418171838526,775.8041617276477,25.47060891955676,600.583333576695,53.10277815726922,336.7834971201443,3679.671788734938,320.60286929772997,-0.4928215423771237,26.11585575077857,1158.8160541873087,2.3732693184604927,1682.1638312688865,201.42887966574085,307,838:56,1182.76,3781.072,1.2306239008917073
28,28,AUI-10270,"9037 Loyola Blvd, Los Angeles, CA",33.957465899999995,-118.4177188,90045,6037276604,178913.12626450614,7940.361232132193,900.3989428344278,3867.9229161508665,2279.8277857352123,892.2115874116857,2823.745122622558,1276.2700468286396,19162.72576503337,20.25989020107595,227.77611355928008,805.806076754251,1769.9030421079508,3291.6662960887347,4539.865692615304,0.0,1254.5808905415665,4281.918268697068,247.02002562181892,1588324.4449397346,239.0854947434648,508.47729103917885,3145.425582994534,2918.622951277887,226.8026317166473,121.89409590495676,2673.232498148356,448.5550490173645,501.4084643560611,623.2693944085307,35.45286276675598,513.345565911956,55.916873501326855,334.16906508247416,3072.233082691709,248.48796006915114,-0.3284999195524535,26.17333999171979,499.44900881189386,2.5366486238225634,987.2969854972753,90.31204943519528,10,21:43,9.6,92.112,2.3276529998243185
29,29,AUI-10232,"1724 W Century Blvd, Los Angeles, CA",33.9453286,-118.3073544,90047,6037238000,137117.95171638147,15174.83566692229,3436.7465610788845,3396.4269624427143,6131.00318318357,2210.6589602171207,5184.140066601801,3577.030211545972,40989.13835549624,1453.7400797818395,1184.6873867058569,1855.9468491043067,689.7657510097987,3519.6455324659023,11232.207880980552,28.536774409199676,750.1347084438,6344.637872252901,719.0513310527863,1123408.126700704,874.7395769570159,1044.064962358516,5370.849434690561,4917.88804944655,452.96138524401067,1561.9271215992192,4386.3556620727895,1037.1454379685215,586.028305854776,311.4377466364208,23.67071972039228,1639.6608717126817,679.1065626524845,889.5304638016396,5570.7404388847535,386.60037228295175,1.0863141467246118,36.36212457533605,590.3740195261931,2.8187924566963627,1834.804593251713,31.286488060215373,83,283:51,247.81,561.294,1.9828689963255035
