,Unnamed: 0,Station,Address,lat,lon,zipcode,Geo_FIPS,total_population_1_km,pop_below_18_1_km,pop_between_18_34_1_km,pop_between_34_65_1_km,pop_over_65_1_km,occupied_households_1_km,family_households_1_km,nonfamily_households_1_km,householder_less_than_high_school_1_km,householder_high_school_degree_1_km,householder_some_college_1_km,householder_bachelors_degree_1_km,older_than_3_in_school_1_km,older_than_3_not_in_school_1_km,not_high_school_grad_1_km,high_school_grad_1_km,employed_1_km,unemployed_1_km,not_in_labor_force_1_km,30_49_percet_income_to_rent_1_km,over_50_percent_income_to_rent_1_km,commuters_by_car_truck_van_1_km,commuters_by_car_truck_van_alone_1_km,commuters_by_car_truck_van_carpool_1_km,children_living_with_single_parents_1_km,private_sector_1_km,public_sector_1_km,self_employed_1_km,private_non-profit_1_km,unpaid_family_workers_1_km,households_social_security_income_1_km,households_SsI_1_km,households_retirement_income_1_km,housing_units_1_km,vacant_units_1_km,total_cars_1_km,commute_time_1_km,median_household_income_1_km,average_household_size_1_km,population_density_1_km,median_house_value_1_km,ev_car_count_1_km,total_sessions,total_connection_time,total_amount,total_kwh,distance_freeway,num_pois_nearby
70,70,AUI-10267,"13629 W Sherman Way, Los Angeles, CA",34.2019429,-118.4512499,91401-2649,6037127220,175364.8496,21020.54141,4877.722903,6026.098019,7955.779979,2160.940513,6791.07073,4301.147845,76110.42034,1579.538854,1643.763258,2068.761717,1499.006901,5593.469671,14456.51381,51.00400222,951.3366581,10539.87355,1208.880385,1868819.513,1705.419139,1740.515011,8523.740045,6764.780837,1758.959208,1412.054052,8052.844805,685.3185395,1275.184678,525.633891,0.891634016,1446.651355,542.262449,451.185397,7049.009352,257.9386217,0.629913051,32.38513279,593.5988805,3.08720532,1129.788749,257.747749,12,27:49:00,6.58,76.58,1.842014457,131
71,71,AUI-10249,"3773 Motor Ave, Los Angeles, CA",34.0209031,-118.4045579,90034-5702,6037269903,467680.0767,25209.09034,2992.982323,10593.18747,9511.670546,2111.249996,12259.04356,4668.645871,177790.6721,573.0320106,1047.912448,3031.280132,7606.818964,4502.539409,19963.00774,17.60588417,454.00148,17010.6907,778.9823468,4492388.608,2660.624363,1973.761541,13315.2541,12370.88367,944.3704276,468.2382159,11775.3959,1737.229119,2023.05261,1470.701499,4.311571264,1524.162546,335.5933779,666.9327047,13065.86649,806.8229299,-0.39322762,26.02581684,1129.801553,2.143189402,880.3417833,245.6972916,126,440:55:00,212.56,1887.829,1.508422013,144
72,72,AUI-10236,"840 Imperial Hwy, Los Angeles, CA",33.9308114,-118.2907242,90047-4899,6037241202,160592.6408,16595.64366,4982.632053,4431.088003,5750.765959,1431.157643,4866.800303,3524.393926,71179.19284,1538.159998,1351.576138,1584.61823,392.4459364,5104.162112,10728.74069,24.46528794,870.2127599,6803.765209,617.6489559,1629268.434,859.3341968,1391.890151,5379.534763,4656.138621,723.3961419,2122.750488,4967.423314,799.9106525,830.0289012,198.7090516,7.693289326,1149.342859,482.6259293,528.8471885,5235.679107,368.878804,1.058319226,34.47699103,340.8082301,3.352536998,1145.673594,21.15833594,18,45:07:00,84.45,165.544,1.357509435,115
73,73,AUI-10233,"4121 Valley Blvd, Los Angeles, CA",34.06483,-118.194347,90032,6037201402,108612.4855,11122.43157,2909.903122,2896.560525,3738.217159,1577.750764,2955.722654,2318.933841,29696.58179,1501.741205,582.9903272,576.0264913,294.9646309,3491.67784,7277.171337,29.47967873,801.2848762,4695.961304,461.0496959,1110056.321,532.7560979,518.3743447,3709.663597,3098.477637,611.1859603,1188.525382,3486.904443,588.5155978,384.7336366,235.8076268,0,942.880301,308.6544545,336.2305289,3036.115018,80.39236428,0.807879214,33.45556474,248.4323472,3.589658469,1371.677484,54.73863525,111,188:55:00,262.68,1119.677,1.587543083,135
74,74,AUI-10231,"1862 Robertson Blvd, Los Angeles, CA",34.0452966,-118.3865051,90035-4232,6037269500,402357.9908,17033.60999,3697.77471,4860.024648,6509.102852,1966.707783,6608.84721,3382.164563,84705.53773,521.026657,771.0212531,1508.912631,3807.886669,4193.281749,12383.08365,0,587.3030344,9328.896115,472.4270205,5212568.198,1052.261416,1172.409245,7512.909478,7027.212635,485.6968425,466.4436404,5870.707515,724.5128266,1845.80499,872.1105162,15.76026653,1185.267319,334.106951,665.0175958,7177.68162,568.8344106,-0.346457963,26.12939852,685.673341,2.620982632,865.2403098,285.9762502,70,207:03:00,173.01,934.29,2.83050213,160
75,75,AUI-10238,"8931 Venice Blvd, Los Angeles, CA",34.0288024,-118.3898835,90034,6037270100,273593.6837,13278.9645,1695.803002,4694.869316,5597.82002,1290.472159,6368.11184,2458.838547,48111.14089,348.5218425,711.7556911,1475.49617,3832.338136,2355.550066,10599.35205,0,329.2606092,8613.738969,405.003024,2577581.337,1200.423754,1019.066047,6889.444433,6566.963897,322.4805358,382.103813,5943.474286,672.368845,1298.607235,691.3514139,7.937189427,782.2904715,179.0130171,478.9343301,6725.38143,357.2695898,-0.298958526,26.21149642,1037.189594,2.193550341,913.208662,247.4014709,12,17:12,13.91,98.873,2.008304835,149
76,76,AUI-10289,"4940 Paso Robles Ave, Los Angeles, CA",34.1609594,-118.5018593,91316-3402,6037139600,117036.8541,5219.30939,1005.936048,980.0455442,2149.961678,1083.36612,2089.852559,1419.266462,4640.533029,112.3028459,112.8032997,450.1233758,1414.623038,1176.563455,3906.899593,6.789728515,213.4884886,2681.899381,129.002053,1055180.161,125.5611283,198.2425533,2151.397184,1979.251557,172.1456277,110.1928965,1502.586577,237.9250127,710.2597907,218.6581455,12.46985521,657.7187676,55.56772344,335.9868338,2306.783212,216.9306523,-0.770940611,34.64466105,616.6999038,2.520416821,1482.8673,147.6250701,71,146:56:00,4.35,800.247,1.60602114,128
77,77,AUI-10285,"10928 W Pico Blvd, Los Angeles, CA",34.0389882,-118.4303435,90064,6037267800,280090.8372,10818.27562,1815.728662,2948.681548,4375.505966,1678.359444,4661.72527,2320.337824,29479.21119,118.9187056,283.6113713,1045.145957,3214.049236,2726.268639,7776.687079,0.026343121,239.7343308,6019.25394,292.6344425,3156615.378,588.5147355,612.000448,4570.820777,4270.947435,299.8733425,326.5107386,3651.848803,678.5685394,1316.178621,357.7372465,14.9207304,974.4457807,118.9562493,494.1463861,5062.886544,401.1612734,-0.498543229,23.20044157,760.3993778,2.346391426,943.5514939,292.0788484,12,24:52:00,17.25,93.621,1.490009622,160
78,78,AUI-10291,"4647 Marmion Way, Los Angeles, CA",34.0996444,-118.2054051,90042,6037185100,156006.7154,11851.22694,2332.423564,3572.90158,4778.882069,1167.019726,3751.041552,2399.102814,43336.12039,961.8088713,669.2238492,754.6080149,1365.400817,2503.153742,8927.477656,61.49872327,467.4663734,6315.065761,559.5930891,1503244.646,511.9886241,577.7767354,4704.08946,4165.481631,538.6078294,684.6672234,3910.374026,666.1937098,1114.955214,618.4029457,5.139864972,739.2765889,215.6262086,282.4979932,3975.403788,224.3622362,0.247551143,33.94859391,677.834811,2.968249232,1252.215658,110.0960261,18,27:10:00,10.89,141.677,2.225284741,123
79,79,AUI-10293,"7224 Valjean Ave, Los Angeles, CA",34.2019408,-118.4857003,91406,6037127400,120078.9409,8868.993766,2392.091745,2377.37223,3223.761249,875.7685425,2892.662597,1976.705807,35475.22058,765.9242069,553.4898263,918.8327728,654.4157905,2443.527798,5941.323712,20.04727781,478.3870099,4309.590789,417.707174,1232734.808,803.716753,626.1915874,3546.28417,2914.822748,631.4614221,739.1813968,3267.86594,286.2720218,602.0669477,153.385879,0,507.2283789,240.2197039,208.6675259,3041.930663,149.2680664,-0.608488529,31.54820782,263.3083283,3.666543078,626.3637443,83.64513331,19,57:45:00,4.23,354.824,1.517975247,128
80,80,AUI-10280,"16501 Otsego St, Los Angeles, CA",34.1629382,-118.4926688,91436,6037139701,109203.4214,3815.137976,723.7644919,728.7046045,1540.083575,822.5853045,1443.255551,1023.696539,3128.349789,85.45501237,112.6811525,249.8936418,995.2257446,858.373352,2864.774548,7.755685186,134.0525972,1984.909384,57.42530314,801872.0454,112.7899638,90.97159916,1551.875215,1435.601098,116.2741164,74.6350773,1174.908253,173.5482475,497.2125807,136.9130966,2.327206074,490.3861007,39.43302882,233.8386309,1565.190634,121.9350827,-1.147904602,32.6609446,422.4265991,2.732051731,1183.989013,167.9935189,28,33:16:00,18.19,149.297,1.708948043,128
81,81,AUI-10277,"4424 Wesley Ave., Los Angeles, CA",34.0029364,-118.2876652,90037,6037232110,214846.7499,29411.40159,8372.408277,8264.94208,10417.25516,2356.796068,7943.970989,5439.544571,154610.3547,3428.095252,1842.134002,1952.714523,721.0272126,8205.664548,19605.77611,122.3334103,1622.106801,12016.88147,1318.731665,2398219.985,1898.976049,2470.485833,8741.886857,7407.445328,1334.441529,3553.970196,9549.546135,823.5537087,1224.994879,411.3635184,7.423228081,1549.85277,1016.368828,611.3672587,8500.635609,556.6646197,1.092351181,37.34159881,418.8497608,3.713228335,1469.938221,25.70517222,36,45:27:00,89.72,225.828,1.288002764,144
82,82,AUI-10279,"18235 South Figueroa St, Los Angeles, CA",33.8654075,-118.2819881,90248,6037291300,89487.92247,4200.028934,788.063145,928.7540775,1685.659089,797.552622,1300.774658,992.7372542,5091.106884,180.6997797,340.0145978,431.8355915,348.2246894,1025.61358,3061.865462,8.312389941,189.1561275,1969.457651,114.0711832,529154.4227,105.5592871,83.33750786,1749.69421,1597.958967,151.735243,166.6923676,1352.184949,303.3191736,187.6310233,100.9568526,25.36565274,489.3095548,129.9526921,302.4113408,1343.96665,43.1919915,-0.435872594,28.19687466,249.0907562,3.271561801,1174.573492,62.97724588,15,15:46,2.63,72.048,3.552757669,123
83,83,AUI-10284,"15321 S Figueroa St, Los Angeles, CA",33.8921709,-118.283233,90248,6037291210,115027.6512,7534.204227,1807.526493,1736.708129,2971.734599,1018.235006,2265.987571,1732.981638,18271.18701,500.8171006,631.5556094,632.39967,501.2151915,2050.142873,5254.38472,14.71611061,273.7757262,3393.270543,418.5346939,810938.4362,233.2342594,475.6165744,2934.471641,2584.315634,350.1560063,513.9760378,2560.330808,345.0360067,298.6401164,185.246371,4.017241153,662.3404081,127.9892257,323.0321885,2333.047091,67.05951946,0.164646894,26.17738695,208.7967775,3.323601497,890.0517705,64.13151949,14,7:46,3.73,51.065,2.700534302,120
84,84,AUI-10283,"18401 Burbank Blvd, Los Angeles, CA",34.1720633,-118.5337705,91356,6037139401,268424.5644,19922.30649,3882.837268,5199.351569,7994.621334,2845.496317,8176.896556,4491.030094,107562.8539,495.3767914,1367.102828,2712.107406,3602.309531,4948.980088,14169.4483,38.86706567,700.0818064,10355.23784,754.4673209,2208933.034,1518.609611,1780.095257,8221.704863,7638.248137,583.4567257,1263.250724,7068.090805,835.5127659,1782.603872,665.8102051,3.220188346,2017.592355,652.1062445,770.7665952,8679.099097,502.202541,-0.09559084,34.65822239,680.3729541,2.459645946,1171.401881,106.9643837,49,141:55:00,58.79,712.274,1.281231838,125
85,85,AUI-10286,"7245 Canoga Ave, Los Angeles, CA",34.202333,-118.597861,91303,6037134522,236549.4992,20709.78025,5427.939557,5940.059418,7704.605171,1637.176107,5865.891761,4172.817708,87324.90598,1947.817556,1202.198183,1691.754675,1024.121347,5828.865176,13951.58347,144.5878819,1119.907171,10737.29362,676.5213823,1820063.455,1243.687348,1484.26196,8179.977479,6257.210901,1922.766578,1965.692017,8605.153885,516.2940391,1234.980694,370.6919393,10.17306093,1022.021741,380.7508087,332.9522247,6070.89544,205.003679,0.131718924,29.05226502,415.3027849,3.520132075,1099.040349,69.47386021,32,35:18:00,14.29,186.003,0.900760772,132
86,86,AUI-10326,"5962 San Vicente Blvd, Los Angeles, CA",34.0567988,-118.3615579,90019,6037216900,280028.0696,14927.5769,2087.327487,4463.133911,6487.054785,1890.060716,6981.191638,3162.573752,45473.03471,390.6933428,513.8733319,1636.870941,4439.754022,2413.377157,11946.17866,13.97428069,266.8468042,8973.013926,569.4019199,3809786.601,1325.769283,1164.017574,6824.131379,6364.22547,459.9059089,420.1434627,5654.134034,644.595428,1775.121871,888.7534568,10.40913597,1288.924072,293.0807727,669.6553492,7663.621124,682.4294859,-0.348746659,28.15710413,1150.05914,2.146711495,1077.262407,254.9269156,19,49:47:00,12.74,247.75,2.102041969,160
87,87,AUI-10315,"14901 Rinaldi street, Los Angeles, CA",34.2793651,-118.45746,91345,6037109100,103223.683,6286.612249,1449.092025,1494.441479,2306.216379,1036.862366,1683.289695,1237.664831,10295.78932,518.4207635,448.728637,459.6022965,256.5379984,1692.11137,4406.078286,10.10011139,295.3232303,2682.495108,172.5575641,690957.0981,111.4095794,242.9817836,2347.066514,1953.796199,393.2703154,236.4681411,1838.162641,349.8317899,309.9423744,182.6727015,1.885600435,597.3982103,125.438967,317.2616245,1771.22114,87.93144448,-0.290617864,29.41983119,288.8612677,3.547443631,1273.021688,33.24917746,5,0:46,0,5.003,1.793460483,106
88,88,AUI-10282,"10455 W Magnolia Blvd, Los Angeles, CA",34.1651823,-118.3590241,91601,6037125310,239448.0333,13659.97134,1875.115945,4796.59036,5351.106985,1637.158052,6335.229493,2721.09505,49230.20324,579.3544075,909.0923011,2184.113525,2662.669259,2746.987246,10617.6335,1.214205933,346.1818411,7941.744995,567.8377447,2594668.657,1131.410146,1506.258258,6318.615405,5980.914172,337.7012325,549.8785154,5429.48208,483.0009604,1527.193368,495.3988109,6.669775632,1064.934239,309.7271583,544.4139266,6726.277087,391.047594,0.064660031,30.19058284,855.2715618,2.256394779,911.4902772,157.709131,31,53:50:00,36.72,297.783,1.406205747,160
89,89,AUI-10308,"3117 Temple St., Los Angeles, CA",34.075306,-118.280769,90004-3624,6037195802,499449.5522,29944.72181,4886.236972,9974.211339,11760.74968,3323.523823,11001.11781,5847.377817,244604.3899,1918.129939,1694.15801,2761.014821,4627.815038,6378.836077,22682.8935,29.36190682,1106.211714,16728.43229,1453.898319,6617736.679,2354.88217,2568.990692,12219.10494,10858.03668,1361.06826,1563.451386,11968.01757,1267.373444,2675.220746,802.1069458,15.71357744,1806.184737,700.7832257,628.6679579,12234.19297,1233.075162,0.265974919,31.96284676,547.9611149,2.700104946,816.8635189,202.0113704,186,484:40:00,68.33,2183.148,2.043804315,160
90,90,AUI-10314,"20124 Sherman Way, Los Angeles, CA",34.200408,-118.5718745,91371,6037134800,173191.0624,14970.12137,3198.938231,3886.634028,6235.320109,1649.228998,4638.513262,3145.484099,41135.12027,973.9309961,917.7419331,1309.002044,1437.838289,3770.255369,10769.49321,14.18373779,786.0583533,7773.812438,628.6130232,1273604.193,633.735583,715.152195,6560.18022,5347.006375,1213.173845,804.3438904,5689.488259,534.2010329,945.7798503,574.9173527,29.42594345,1061.982715,357.6964164,523.9854279,4829.464809,190.9515466,-0.291521816,32.80358889,524.6081347,3.257458387,1499.121501,87.62355565,30,267:15:00,6.43,420.768,2.267881906,127
91,91,AUI-10309,"8245 Winnetka Ave, Los Angeles, CA",34.2198591,-118.5713659,91306-1630,6037134103,176525.0079,13586.75594,2882.875473,3275.171121,5692.684985,1736.024358,3999.779492,3058.712142,31806.39016,772.3633812,793.7874468,1206.787912,1226.840752,3513.174764,9449.751503,23.27435451,567.2478267,6934.490494,436.265863,1228623.06,465.7350548,466.7560452,5640.894564,4620.527431,1020.367133,554.0979012,4907.418926,696.2636527,903.7758413,421.1665227,5.865550751,1101.43031,271.0028158,469.0939804,4205.044391,205.264899,-0.494293178,32.27832872,387.3975553,3.365440216,1561.910608,87.78319273,37,56:17:00,24.28,360.482,2.205757177,126
92,92,AUI-10288,"1747 S Barrington Ave, Los Angeles, CA",34.04013,-118.4534103,90025,6037267501,445719.0929,23475.88293,2458.822956,10610.94495,8048.169512,2357.945514,10825.21746,4030.573289,141839.462,812.4071669,882.9680367,1985.205666,7144.636589,4567.920906,18032.7529,44.1728873,336.5342791,15222.24036,757.3625645,4417150.786,2138.222947,1903.857653,10978.91333,9958.460541,1020.452788,469.5709594,10379.80151,1526.980477,2199.062264,1108.850766,7.545346837,1591.680528,311.9342646,665.8072021,11264.26544,439.0479808,-0.147369008,24.18963531,1091.147659,2.187777368,907.7992178,385.7381463,28,130:57:00,54.91,673.095,1.27909641,160
93,93,AUI-10298,"10416 Irene St, Los Angeles, CA",34.0298337,-118.4116094,90034,6037269904,401268.1951,19373.61856,2497.200257,7682.121249,7242.3357,1951.961356,9466.656607,3573.112599,120918.9483,320.8919777,710.665321,2324.714331,6110.384977,3548.913955,15353.9491,28.68841253,253.9576185,12730.2393,682.116928,3936249.486,1970.533811,1365.871976,10146.8338,9445.613991,701.219812,449.1020299,8658.488432,1458.067743,1677.206962,928.4761607,8,1376.471763,269.2549149,596.5561747,10086.83507,620.1784604,-0.45947034,25.08065329,1141.948933,2.204149038,1004.065348,273.6213504,3,0:14,0,1.456,1.419118286,154
94,94,AUI-10302,"722 Alameda St, Los Angeles, CA",34.0328079,-118.238363,90021,6037206031,49335.93151,4693.634747,223.9640015,1265.688812,2800.643049,403.338884,2412.359846,296.2321825,12254.81796,489.1183909,439.2257268,629.2810528,854.7346758,471.8547823,4167.148205,12.86750293,30.42801075,1996.44479,252.3267136,677254.5167,578.3564583,570.0574678,894.484821,778.3184055,116.1664155,90.52346436,1197.196498,141.3559495,399.3746916,247.2693685,11.24828278,366.1807517,471.0807454,56.98184006,2785.483646,373.1238001,0.243601168,31.06314559,1484.405766,1.57157521,833.7011737,72.6169975,84,142:56:00,16.11,582.168,13.99283476,159
95,95,AUI-10287,"2900 S Sepulveda Blvd, Los Angeles, CA",34.0286577,-118.4290429,90064-1508,6037271702,288490.7872,13776.30437,2289.883131,5034.393573,4729.596628,1722.431041,6112.655052,2933.485348,42089.59618,206.6885752,322.5855088,1306.83119,4276.549777,3317.178055,9867.361257,0.502938034,228.2068202,7872.446868,442.5809688,3341299.683,830.5141283,966.3402173,6316.845375,5837.443954,479.4014212,305.6723347,5011.800705,1107.208447,1108.428239,626.4093023,18.60017388,1107.301946,79.01369301,512.9582005,6602.366875,489.7118233,-0.339274364,25.21869464,932.3025763,2.280861911,976.0428621,270.8189334,95,403:47:00,0,1778.145,1.292548628,160
96,96,AUI-10321,"6510 Forest Lawn Drive, Los Angeles, CA",34.1463664,-118.3334931,91522,6037189701,48199.31595,3316.702257,447.4644388,1313.144164,1242.288392,313.8052625,1759.888724,608.3363871,2950.518242,68.94581632,262.0329415,564.0751681,864.8347983,830.6003833,2342.737457,0,61.5304991,2009.730424,158.1847154,481326.7804,344.5004175,336.6948148,1621.12516,1454.262132,166.8630283,127.3387311,1304.80543,126.5211415,480.8702725,97.5335807,0,199.9930605,0,102.1196733,2028.177368,268.2886434,3.239644577,18.46134983,1095.941409,1.990186236,673.7562836,211.1004539,53,56:08:00,6.69,345.558,1.461051094,148
97,97,AUI-10322,"11320 Laurel Canyon Blvd, Los Angeles, CA",34.2760489,-118.4498162,91340,6037109500,112363.7312,9655.142857,2359.067793,2464.118238,3502.25493,1329.701896,2497.844814,1901.45172,17312.12127,897.1685581,661.3325363,649.4977923,289.8459276,2795.9742,6593.474607,21.26757817,558.8174459,4064.923556,270.8716454,801766.6012,189.4051424,451.6241902,3520.098741,3005.555447,514.5432941,346.8296512,2922.001968,454.1931685,457.6096028,230.5815191,0.537297921,801.9938741,187.0746351,420.1051122,2647.272242,149.4274274,-0.284810999,30.68848737,308.9932028,3.795388553,1602.513481,37.59348142,24,33:04:00,20.82,203.881,2.250430818,110
98,98,AUI-10317,"8309 Louise Ave, Los Angeles, CA",34.221544,-118.5102314,91325,6037115401,143667.3412,9156.425936,2123.288073,1926.873218,3879.404909,1226.859735,2914.651456,2162.827329,16261.08047,344.5687249,543.6116079,1032.080239,994.3908838,2425.829466,6425.268762,0.451158465,460.3580404,4617.197002,170.9266869,1217894.043,319.2087853,416.4641545,3908.090616,3533.121477,374.9691386,515.2825555,2943.400273,588.1595196,815.2685775,269.6918947,0.676737698,787.6398446,165.2039522,420.6211516,3096.707342,182.0558863,-0.672462713,33.34899952,363.7302664,3.166122337,1277.941737,98.31629107,18,65:08:00,6.39,217.796,3.99661418,114
99,99,AUI-10310,"7537 Balboa Blvd, Los Angeles, CA",34.207544,-118.501288,91406-5441,6037131900,139685.8285,8801.362071,1933.764713,2076.169934,3671.789099,1119.638326,2925.691383,1929.285079,17709.60436,430.8310331,529.6681775,917.4746374,1047.717535,2243.081265,6358.985915,5.196128523,378.5408269,4550.229663,356.1364898,1033907.897,277.1471035,401.2115935,3907.252673,3392.604579,514.6480939,402.3092386,3075.51858,505.6704375,710.5686935,258.4719514,0,744.9226954,126.8722788,457.7405005,2992.346335,66.65495172,-0.647812115,32.85148604,414.3475393,3.325745333,906.4806189,84.11991191,2,0:03,0,0.215,2.150006003,119
100,100,AUI-10313,"18099 Rinaldi street, Los Angeles, CA",34.2786448,-118.5274194,91344-1701,6037108103,159623.2326,4647.638355,884.3049152,829.2727884,2003.818718,930.2419328,1495.293276,1198.062632,5253.982538,57.1639686,196.1382812,397.347783,844.6432432,1125.491782,3361.829414,5.311605333,264.1367924,2323.951839,129.2469224,912787.3568,70.0506346,40.27455061,2023.450474,1778.183357,245.2671178,58.61793845,1378.170535,290.2772414,443.6381691,210.2965924,1.56930093,523.8866629,85.79557686,338.7208096,1572.835623,77.54234746,-1.036248976,35.38163054,238.2316287,3.129209826,1254.46264,89.37318439,23,39:59:00,17.5,192.641,1.451776501,103
101,101,AUI-10312,"21900 Plummer St, Los Angeles, CA",34.2424122,-118.6042211,91311,6037113237,66451.12262,3700.039099,741.3499565,765.4291097,1492.960731,700.2993026,1254.887704,852.2323249,3971.414611,103.0687063,221.2566288,397.738166,532.8242025,811.7977736,2736.45257,0.270445448,187.6785705,1857.180891,148.0026053,516329.6573,158.2404974,209.7742538,1463.215268,1331.204606,132.0106622,150.6137067,1221.810126,200.9140364,296.6438125,126.5858215,11.22709421,406.3714268,74.13632407,206.3707499,1320.531311,65.64360775,-0.214526544,35.16237308,462.7333805,2.896744722,1255.943012,30.58348525,40,152:41:00,9.45,610.003,1.011310612,111
102,102,AUI-10307,"10567 Mason Ave, Los Angeles, CA",34.261771,-118.5798527,91311,6037113101,140029.0002,4965.580275,782.7872567,975.8910917,2192.186204,1014.715722,1614.016112,1255.714081,6553.434563,87.57877209,238.8732799,503.214903,784.3491569,1082.866637,3739.221671,8.460233683,179.4266809,2547.385442,159.9216287,857222.1126,131.9711672,78.34292873,2125.621664,1974.637849,150.9838155,74.31720249,1665.90744,264.5816695,468.3850408,144.9232885,3.588003358,588.3849857,88.64981029,277.0798407,1659.106475,45.09036334,-0.77471696,33.65478138,234.8282343,3.05187466,1192.678911,29.61232238,12,9:38,2.36,55.592,1.975336196,126
103,103,AUI-10387,"5350 San Vicente Blvd, Los Angeles, CA",34.0525027,-118.3512399,90019,6037217100,248693.9039,17137.15359,2652.4568,4644.755851,7944.184805,1895.756135,7455.345186,3567.052185,46823.91206,765.0590674,803.6754398,2044.745999,3841.86468,3283.249564,13188.02566,4.676995424,405.2618218,10395.71263,487.0648092,3222284.137,1420.511687,1120.162029,8133.939552,7544.823129,589.1164228,911.362413,6856.903697,913.1331645,1743.12431,869.4705305,13.08093229,1537.47674,215.1082343,777.407591,8116.116272,660.7710865,-0.227560773,29.38710771,1205.905876,2.288626548,1169.63309,189.4770145,8,53:15:00,4.1,103.377,2.35456763,160
104,104,AUI-10294,"1143 S Beverly Dr, Los Angeles, CA",34.0565394,-118.3964782,90035,6037269100,287680.674,15400.41854,3345.79447,3563.376792,5874.327705,2616.919575,6887.262442,3578.360656,41632.14728,227.1379285,503.8264011,1393.026251,4763.271861,3706.77929,11144.51383,12.79334833,698.0126688,7832.071781,394.0156998,4543964.027,1030.443232,1262.081967,6011.632119,5524.603587,487.0285319,633.2462759,4453.851533,417.7000385,2240.002024,669.1499695,51.3682164,1673.786655,202.1574857,635.9029692,7654.596497,767.3340556,-0.418080162,23.42174687,1113.008223,2.265603886,1515.783509,399.0538807,33,117:46:00,2.83,653.716,1.317569171,160
105,105,AUI-10292,"664 S Central Ave, Los Angeles, CA",34.0372306,-118.2405573,90021,6037206300,52185.5647,8283.085673,316.1153708,1749.68109,5183.749111,1033.540101,4094.017891,385.0776246,29099.9661,949.1620067,910.2449551,1115.968837,1118.642092,783.5065135,7423.872141,19.16628291,47.3530033,2686.809527,485.4597396,991220.2289,1102.508436,959.8126876,1055.441667,951.5561025,103.8855648,149.7897745,1556.61503,256.3497592,469.4913396,394.7592937,9.594104634,900.0646029,1070.650711,147.6111922,4663.462253,569.4443614,0.67080354,31.98403139,1566.455093,1.504522571,1248.510237,157.7677806,12,8:07,0,32.999,1.304687105,160
106,106,AUI-10295,"5931 W 18th St, Los Angeles, CA",34.0438008,-118.3715329,90035,6037216700,273298.5873,15265.97212,2634.303027,4626.648193,6109.766498,1895.254405,6133.905583,2937.407694,61755.00547,585.0995734,760.1225336,1996.518314,2792.165162,3135.412788,11820.26969,0,482.562391,8733.799796,574.2992835,3618806.669,1003.398118,1212.284509,6991.019909,6433.721275,557.2986345,628.0131434,5539.882673,796.7954715,1498.64515,875.3705651,23.1059353,1100.814602,391.5306997,730.4590944,6645.574118,511.6685351,0.069408901,27.46152612,833.3928326,2.456920916,899.8329744,234.8149263,57,228:20:00,20.42,1186.088,3.435742402,160
107,107,AUI-10296,"6299 W 87th St, Los Angeles, CA",33.9585605,-118.3947537,90045,6037278001,142469.0525,4790.899103,854.6963849,990.0606168,2142.649631,803.4924698,1938.419649,1267.525784,6461.83145,35.08834789,211.8083719,551.1958197,1140.327109,976.7626131,3657.868733,14.99465392,154.0948156,2674.273632,89.78397099,1101034.488,70.58839486,149.1182271,2244.83271,2139.377869,105.4548406,130.5565445,1747.950268,299.4493557,365.3314852,250.0395815,11.50294151,530.8801437,48.04982263,319.8170436,2073.544268,135.1246194,-0.498251428,27.66024924,436.7004378,2.594848392,813.360045,90.31318992,58,89:10:00,16.14,206.503,2.115453584,132
108,108,AUI-10290,"1398 S Orange Grove Ave, Los Angeles, CA",34.0514741,-118.3655228,90019,6037216900,256831.3439,15183.99176,2251.507252,3964.624721,6872.792873,2095.066915,6770.019176,3095.968979,43193.00251,488.5915419,586.1100613,1864.43012,3830.887453,2488.671309,12170.78408,4.235603415,336.5880087,8790.874436,690.5591716,3551825.7,1206.720854,1166.456708,6802.814594,6292.991799,509.8227954,505.0445328,5256.50957,771.5377053,1790.823736,955.6564866,16.34693724,1260.3726,349.4807023,740.717054,7302.641422,532.622246,-0.054109856,27.58657892,1130.609809,2.208660139,1109.216986,226.7446991,45,103:59:00,5.02,543.671,4.022374489,160
109,109,AUI-10318,"2442 Marengo St, Los Angeles, CA",34.0539241,-118.20177,90033,6037203200,219146.6142,22683.09109,6507.880364,6133.875535,8044.437373,1996.897817,5791.52367,4532.612259,129973.9677,3186.212673,978.0808304,1153.608544,473.6216219,7054.390253,14621.11089,80.64185304,1565.690801,9699.59015,510.2268171,2059686.139,1320.775768,1244.409631,7326.286459,6152.147838,1174.138621,2386.429296,7014.09878,1254.526608,891.4549377,524.7301696,14.77965394,1507.279105,409.5257492,401.2396917,6103.626534,312.1028646,0.845656673,32.44767974,232.4084828,3.656460074,1235.699709,32.5332497,17,55:35:00,0.97,134.4,1.740116434,145
