,Unnamed: 0,Station,Address,lat,lon,zipcode,Geo_FIPS,total_population_1_km,pop_below_18_1_km,pop_between_18_34_1_km,pop_between_34_65_1_km,pop_over_65_1_km,occupied_households_1_km,family_households_1_km,nonfamily_households_1_km,householder_less_than_high_school_1_km,householder_high_school_degree_1_km,householder_some_college_1_km,householder_bachelors_degree_1_km,older_than_3_in_school_1_km,older_than_3_not_in_school_1_km,not_high_school_grad_1_km,high_school_grad_1_km,employed_1_km,unemployed_1_km,not_in_labor_force_1_km,30_49_percet_income_to_rent_1_km,over_50_percent_income_to_rent_1_km,commuters_by_car_truck_van_1_km,commuters_by_car_truck_van_alone_1_km,commuters_by_car_truck_van_carpool_1_km,children_living_with_single_parents_1_km,private_sector_1_km,public_sector_1_km,self_employed_1_km,private_non-profit_1_km,unpaid_family_workers_1_km,households_social_security_income_1_km,households_SsI_1_km,households_retirement_income_1_km,housing_units_1_km,vacant_units_1_km,total_cars_1_km,commute_time_1_km,median_household_income_1_km,average_household_size_1_km,population_density_1_km,median_house_value_1_km,ev_car_count_1_km,total_sessions,total_connection_time,total_amount,total_kwh,distance_freeway,num_pois_nearby
30,30,AUI-10256,"8843 S St Andrews Pl, Los Angeles, CA",33.9573684,-118.3116296,90047,6037238400,145409.0756,11874.16392,2251.656636,2523.168321,4754.79551,2344.543456,4646.963237,2983.55256,26225.99242,694.6817846,1028.213324,1823.626666,1100.441463,2777.437652,8639.643425,11.45068608,487.0040281,5266.080188,484.5221725,1114148.922,575.4583634,716.7342696,4661.947275,4323.66314,338.2841354,1128.757742,3234.780668,1142.27346,358.9881925,514.7620476,15.27581953,1571.783195,439.1949752,1140.357541,4896.210412,249.2471753,0.737744634,33.60010329,628.7044928,2.543816955,1584.718667,35.93658982,10,11:23,19.49,45.382,2.279602459,129
31,31,AUI-10230,"8923 S Western Ave, Los Angeles, CA",33.9556072,-118.3092868,90047,6037238400,132103.1229,12537.14279,2481.995264,2659.9437,5077.606765,2317.597059,4773.674736,3151.221213,27574.40255,883.0451295,1106.676025,1828.07275,955.880832,2822.987996,9227.191555,15.26787214,551.5685098,5459.754396,577.935373,1030196.457,631.2120777,823.1608329,4792.427971,4481.773663,310.6543085,1286.51938,3471.767231,1126.896546,400.3288216,440.0022241,20.75957326,1612.672776,486.2919882,1142.64316,5037.208802,263.5340661,0.85627938,33.74364947,641.2454044,2.586814883,1717.99324,33.32900368,12,9:38,3.13,33.759,2.081092321,128
32,32,AUI-10234,"3145 S Vermont Ave, Los Angeles, CA",34.0262389,-118.291681,90089,6037221900,154444.1265,25938.94356,2880.114389,16260.86999,4953.047127,1844.912046,6762.524502,2778.37205,155631.716,1588.477641,1179.505711,1831.76684,2162.77431,14932.39079,10473.44802,49.6581245,4714.89088,9888.764015,1794.16496,3992572.538,1283.070721,2151.735137,5123.612021,4387.228854,736.3831675,1115.447104,6700.610452,597.5414572,982.486753,1595.461726,12.66362626,1207.916868,492.9447147,479.0882485,7387.732104,625.2076026,1.491044099,27.59676446,553.3543145,3.087458197,1966.383049,117.4038345,59,101:36:00,189.17,328.317,1.655510065,154
33,33,AUI-10240,"3540 W 3rd St, Los Angeles, CA",34.0687591,-118.2931096,90020,6037211921,643054.5479,51592.76042,9537.730546,17895.92343,19363.49604,4795.610398,20358.27165,10695.51197,794337.3472,4227.79549,3669.664108,4589.098307,7871.713746,12195.62147,37364.79877,102.5365442,1658.014497,28538.00482,1683.583663,8745569.921,5247.421673,5632.825869,18783.16821,16778.83044,2004.337775,3063.520268,21587.19802,1502.389662,4405.202491,1025.867404,17.34724304,2731.019937,1071.329358,669.8128798,22989.57052,2631.298875,0.172960297,32.9000923,688.6451779,2.53348601,917.3426083,233.2335317,107,206:19:00,264.46,742.586,1.292231052,160
34,34,AUI-10239,"19054 N Kittridge St, Los Angeles, CA",34.1902212,-118.5485848,91335,6037132502,193291.6061,14973.50414,3119.495272,3515.785079,5976.82601,2361.397776,4661.819828,3289.324777,44627.0249,698.6342107,1134.772922,1418.035791,1410.376904,3722.395647,10715.47587,18.96699968,769.8217547,6855.898416,560.1717995,1454736.001,542.4282251,975.1548859,5901.418279,5216.532433,684.8858461,831.7951124,4682.36062,716.3437689,1077.859207,375.8142719,3.520547736,1244.857189,519.5899916,475.9965391,4831.268083,169.4482555,0.054476801,31.54832835,487.7638974,3.091353613,1500.549126,80.44929427,143,243:50:00,404.4,1278.258,1.784728336,122
35,35,AUI-10225,"23385 W Burbank Blvd, Los Angeles, CA",34.1722467,-118.6443485,91367,6037137302,174778.6483,5103.899611,971.7282996,679.824376,2376.834439,1075.512496,1766.243373,1364.015093,5514.868733,27.96592496,135.0036143,513.5497717,1089.724062,1338.192533,3638.754566,0,195.7112219,2386.898591,142.045868,1093001.387,71.16994196,79.29999106,2053.555994,1891.044857,162.5111367,68.45738021,1427.12725,174.9872596,649.1624071,131.0442267,4.577447417,590.4257989,102.2456638,341.9400473,1815.333342,49.08996978,-0.917950117,33.53193742,343.9820775,2.885589624,1439.593296,116.9726573,43,75:51:00,47,367.331,1.741275223,115
36,36,AUI-10223,"18401-18435 Kittridge St, Los Angeles, CA",34.1902425,-118.5335015,91335,6037132700,152237.0639,12952.96903,2939.717771,2993.054418,5461.093161,1559.103684,4135.791186,2900.85891,26079.26024,798.3229678,803.8827494,1278.912211,1254.673258,3740.800727,8808.586976,11.89151384,645.3992414,6635.356631,252.0107774,1254423.893,598.5966567,699.8087415,5343.099409,4642.907687,700.1917223,755.8585733,4441.930144,635.3008229,1199.461364,351.140895,7.523405271,963.8122171,362.9692879,383.1044794,4287.233584,151.4423973,-0.424021699,31.85359556,524.6020472,3.121505523,1466.304857,81.71881793,9,175:42:00,4.34,63.564,2.014073723,123
37,37,AUI-10203,"6813 N Hayvenhurst Ave, Los Angeles, CA",34.166923,-118.4923732,91436,6037980024,87805.87227,2571.244997,494.5139485,487.3964929,1044.943512,544.3910435,973.4240473,689.0614138,2148.492931,58.09286281,75.92761639,171.4836013,667.9199667,577.1761284,1928.684099,5.057568797,88.44161228,1339.946612,40.32661435,618533.5366,74.92140241,61.36873365,1050.471906,971.7371707,78.7347352,49.26298065,794.6852913,118.3294094,332.804653,92.44089259,1.68636541,324.9092079,26.29433537,154.7216495,1054.515141,81.09109347,-1.262534824,31.45669302,287.5202525,2.844983225,788.5913502,168.0816298,29,48:48:00,91.64,235.361,1.427323909,129
38,38,AUI-10202,"6013 W Cadillac Ave, Los Angeles, CA",34.037672,-118.374714,90034,6037270300,272142.7376,14077.83722,2580.000687,4427.031969,5486.790395,1584.014166,5200.026312,2844.777739,62570.87808,731.8047184,868.8681387,1630.498809,1968.854646,3159.456765,10665.91403,0,630.0965675,7907.526163,465.2694902,3414203.772,875.222746,905.7087742,6287.336551,5678.569768,608.7667834,615.6464934,5313.922696,693.320903,1288.051378,602.8744068,9.35678005,938.4731339,271.4418871,599.7432359,5588.596098,388.5697857,-0.093048141,27.35584805,599.7824235,2.620178105,857.5314902,228.0524957,12,17:23,27.07,56.279,3.061780027,160
39,39,AUI-10253,"587 S Hobart Blvd, Los Angeles, CA",34.0638047,-118.3055059,90006,6037211802,624372.6955,50626.72745,8516.124688,16717.57781,19959.26552,5433.759428,21753.41999,10890.73426,749078.2497,3651.663618,3960.770325,4807.811582,9333.174468,10917.37748,38132.65917,106.6531,1641.522857,29065.71165,1705.269339,9008587.209,5904.271933,6100.519933,19264.43483,17616.36653,1648.068297,2529.49055,21562.50434,1444.735571,4635.538772,1348.675546,74.25741752,3232.164817,1230.918431,752.4103829,24456.99342,2703.573425,0.056663321,30.89995154,735.7692151,2.306479687,836.4083432,229.3347095,116,564:03:00,213.56,729.65,2.154780472,160
40,40,AUI-10215,"609 W Alpine St, Los Angeles, CA",34.063369,-118.241175,90012,6037207103,216880.4102,19227.55955,2566.245422,6972.409104,6799.104871,2889.800151,6585.62516,3205.750974,104773.9582,1905.186228,914.6014273,1392.194506,2373.642999,3835.228635,14976.88906,67.50882607,510.1940733,7701.855903,804.4028905,2678031.495,1671.909831,1902.202034,5115.616392,4447.288107,668.328285,864.3479851,5386.524313,710.7140429,1083.299452,506.9879057,14.3301898,1587.087574,894.0121349,267.5801959,6847.961703,262.3365431,0.436107104,29.1923217,552.8881112,2.476656833,1783.777197,345.0032401,107,283:28:00,154.69,1086.834,1.515521511,160
41,41,AUI-10219,"6438 N Fulton Ave, Los Angeles, CA",34.18744,-118.422412,91401,6037123520,202301.6092,15344.93209,3150.869116,4030.849427,6189.903651,1973.309892,5184.515286,3472.277294,54226.81421,1023.430997,1004.136583,1617.76121,1539.186496,3937.937343,10889.01492,19.9630976,866.5875563,7709.110599,613.7186258,2272151.591,1032.874323,1180.454797,6267.423405,5553.315708,714.1076971,813.4179288,5304.450962,581.956759,1402.848463,418.7661145,1.088300666,1165.053679,473.5803821,458.69326,5354.192908,169.6776214,0.194469834,32.52057037,501.7419026,2.892777527,1154.582852,162.7103233,138,611:40:00,748.21,1810.076,1.595635176,130
42,42,AUI-10242,"1109 South La Brea Ave, Los Angeles, CA",34.054634,-118.343996,90019,6037216200,307187.7013,15359.99754,2324.711301,4195.914111,7053.836511,1785.535622,6902.846079,3211.608616,52616.43095,565.4252198,707.6989333,1761.356242,3868.365685,2948.581127,11843.70013,0.450024011,330.8263956,9563.301732,406.1252966,3943871.265,1179.356255,1100.650107,7364.466785,6808.364179,556.1026058,964.7787915,6432.699488,778.1274207,1670.019257,679.1285476,3.327018996,1361.683971,169.9749482,684.6826443,7688.77217,785.9260906,-0.201744445,29.22380442,985.3923554,2.293093582,916.0073278,202.1316496,71,306:51:00,95.27,1401.968,1.91493501,160
43,43,AUI-10272,"7614 N Louise Ave, Los Angeles, CA",34.2088705,-118.5096412,91406,6037131100,182603.7652,10450.45703,2156.036621,2381.627107,4520.479739,1392.313559,3305.04732,2317.102847,22113.24208,374.9323488,552.371096,1220.800792,1156.943083,2416.19884,7744.736391,8.891212112,457.7694355,5388.674865,372.0421006,1263420.879,290.6791014,352.6373004,4708.713263,4216.373763,492.3394995,299.7972711,3565.209331,598.8918042,893.8750576,330.0915932,0.607078305,981.0764803,142.7176859,535.9267096,3399.155777,94.10845697,-0.478993255,33.30347109,387.8373584,3.162928619,1106.012766,88.42176773,61,144:28:00,221.9,765.377,2.783999045,117
44,44,AUI-10260,"9866 N De Soto Ave, Los Angeles, CA",34.249545,-118.5883922,91311,6037113303,123833.8732,8876.565891,1623.463658,2152.400167,4089.235617,1011.466448,3276.367675,2260.649102,17564.07024,184.5041238,621.5310826,1072.97115,1397.361318,2660.835937,6013.893097,24.40937396,389.7910616,4797.72429,467.7012161,708680.3194,551.4856087,409.4225559,4035.282129,3578.248967,457.033162,411.3636014,3530.495016,381.6201792,510.1248584,367.7519004,7.732336797,807.5128607,100.4030646,389.4549841,3324.067466,47.69979094,-0.308078774,29.86799216,498.1371611,2.815343406,1418.929833,29.60809834,35,60:03:00,83.36,383.122,1.373663279,126
45,45,AUI-10258,"11118 S Main St, Los Angeles, CA",33.934146,-118.2737655,90061,6037241110,162824.9321,19658.48808,6017.735387,5734.005851,6510.169813,1396.577031,4953.67739,3766.548448,72807.76423,1903.239032,1488.532389,1192.352545,369.5534241,5941.080702,12757.26657,105.926195,1313.890205,7544.75244,639.1945159,1455307.669,695.0148054,1280.822105,6319.160395,5560.903794,758.2566009,2222.590074,5884.674289,613.5967813,832.430084,202.9209499,11.13033547,1139.054222,707.6531589,304.3524134,5158.106692,204.4293018,1.292026181,33.80335103,292.6942675,3.948844562,1526.071868,16.1380693,20,48:52:00,21.92,162.301,1.333340257,110
46,46,AUI-10222,"3840 S Western Ave, Los Angeles, CA",34.016127,-118.3087569,90062,6037231300,200790.0692,23777.54508,5604.685206,6693.42918,9067.584101,2411.846595,6923.32859,4858.770471,96412.85975,2501.695592,1503.33872,1896.802382,1021.491896,6124.047415,16535.3677,23.85138675,1003.613949,11353.53068,830.0390772,2133626.282,981.3624031,1595.052631,8643.026021,7393.499767,1249.526254,1772.387228,7900.656915,978.8513682,1874.543562,570.5325571,28.94627583,1718.462295,735.8413733,764.0894667,7236.700927,313.3723373,0.570832904,36.8608332,442.5954687,3.454128708,1416.076574,51.27872792,13,16:56,33.95,97.768,1.890432184,148
47,47,AUI-10209,"11730 National Blvd, Los Angeles, CA",34.0218937,-118.4394675,90064,6037271500,249918.1593,10913.94806,1875.195053,2993.82201,4174.674471,1870.256523,4803.702017,2531.619655,26227.15878,260.0477521,211.1446493,1016.67209,3315.837526,2450.744928,8032.541171,0,308.2257535,5981.994264,226.4460677,3211081.517,448.7598585,640.3550353,4635.578498,4273.768034,361.8104638,345.6378533,3318.537076,742.7141418,1334.735829,565.1879297,20.81928758,1184.279965,39.59951249,495.0294651,5098.80939,295.1073724,-0.511830174,25.98222123,908.483569,2.244056501,1152.538349,279.8313822,39,95:12:00,170.65,355.88,1.61378364,146
48,48,AUI-10210,"11667 W Santa Monica Blvd, Los Angeles, CA",34.044141,-118.455429,90025,6037267501,500716.2367,26479.87281,2612.145127,12348.82349,8895.992301,2622.911895,12525.50436,4406.560332,173616.3439,808.1690726,905.0236508,2321.872365,8490.439269,5001.805695,20588.13347,46.50430573,416.044376,17377.1246,1006.908084,4728659.297,2595.274073,2384.862128,12544.43623,11427.00849,1117.427746,545.9228248,11946.65544,1738.122152,2454.29411,1228.052902,10,1732.099296,361.3617665,699.7954658,12962.17329,436.6689354,0.615230741,25.85143572,1125.762423,2.218465212,908.5095465,352.8967035,77,187:31:00,79.35,938.178,1.322098659,160
49,49,AUI-10213,"10478 W Wilshire Blvd, Los Angeles, CA",34.0647503,-118.4310256,90024-2613,6037265700,384359.1904,13916.40022,1734.360998,4759.586284,4200.2375,3222.215438,5973.430103,2573.728102,60833.32544,134.6527827,502.5369995,990.2162028,4346.024118,4579.922153,9081.392854,0,1293.230841,6346.469227,415.7971619,5819616.264,593.0844329,983.0983218,4400.025558,4052.020266,348.0052921,229.8434847,3169.440688,865.4048299,1521.430568,771.669883,18.52325866,1937.944734,171.650812,681.9878927,7122.1846,1148.754497,-0.250749639,23.34009213,910.8654071,2.026578351,1538.446606,353.4333528,81,210:05:00,219.77,917.149,2.638738744,160
50,50,AUI-10211,"8334 Lincoln Blvd, Los Angeles, CA",33.9618772,-118.4208079,90293,6037276500,225972.9388,11212.54405,1186.942063,5839.285685,3033.859302,1152.456999,3658.040381,1676.254873,25450.3581,23.86863433,281.4037539,1008.247262,2344.520731,5157.262629,5875.534135,0,2143.494505,5948.62351,392.2585851,2097294.816,343.0367359,638.8891098,4111.661209,3815.601546,296.0596632,135.6956739,3616.873687,595.4174507,711.310907,980.6416569,44.37980845,678.418166,70.37041828,424.9564278,3977.859285,319.8189033,-0.377179069,24.74691118,746.6967835,2.401823423,1534.511189,97.98305782,67,156:46:00,154.54,731.494,2.159787836,136
51,51,AUI-10221,"12159 W Olympic Blvd, Los Angeles, CA",34.032711,-118.4550231,90064,6037267600,245113.182,13555.1265,2048.972952,5077.688831,4893.218307,1535.246415,5808.954124,2481.137853,49829.22249,485.6469293,615.7896104,1216.294549,3491.223035,3178.393709,9808.613486,23.64663044,356.1560862,7952.33949,375.3241347,2756015.72,949.968433,861.1682292,5768.707987,5304.211618,464.4963686,513.4345958,5373.715461,715.7751278,1338.867923,521.6876981,2.293280934,1026.06749,177.4504435,466.3514621,6091.2801,282.3259758,-0.043408833,23.5504741,1045.892812,2.321641033,1210.610665,337.3636234,13,19:23,29.39,101.938,1.235582991,160
52,52,AUI-10217,"6646 W Sunset Blvd, Los Angeles, CA",34.0978525,-118.3348393,90028,6037190700,276403.6354,21185.17845,1400.911692,9454.490127,8041.542164,2288.234472,12119.65245,2730.073472,144669.3778,912.7426048,1533.983193,3463.916586,6209.010069,3445.668896,17412.32815,85.86398845,744.5915691,13431.99484,1593.771265,4442990.297,3292.785015,3505.265008,8295.471364,7608.103141,687.3682227,381.2677435,9692.071828,568.7118133,2514.716404,631.8452323,24.64956274,1342.085068,994.5362607,399.0552796,14131.94405,2012.291593,0.675669975,31.65114533,1411.723932,1.73677729,709.0576904,171.6600463,135,262:50:00,464.54,1249.104,1.099057981,160
53,53,AUI-10208,"12237 W Santa Monica Blvd, Los Angeles, CA",34.0400118,-118.4655934,90025,6037267402,443348.2075,23486.91689,3022.088218,9567.24974,8322.451794,2575.127141,11141.48235,4186.987259,127585.2615,649.0757351,824.7439348,2127.314201,7540.348475,4398.040237,18218.9125,29.09353631,471.1183314,15058.63758,934.4523653,4731803.087,2175.951491,1995.299794,10642.35021,10030.72311,611.6271012,710.8927704,10235.35883,1508.057162,2429.265329,885.5010279,0.455231444,1632.728661,334.9109397,707.4339373,11763.26002,621.7776748,-0.079384646,23.74339373,1296.820414,2.144505432,1004.76977,355.0555635,242,563:31:00,575.01,3281.288,1.431637982,160
54,54,AUI-10271,"11816 W Major St, Los Angeles, CA",33.984934,-118.4002577,90230,6037275603,159611.5518,7868.819468,1479.962687,1608.889878,3501.338225,1278.628677,3399.984585,1986.551699,11379.52493,156.1552711,298.5380194,899.4351781,2045.856117,1682.915754,5917.714231,13.27881303,243.8082336,4346.783757,205.3461544,1341060.663,263.8970874,376.1888492,3607.294693,3346.475705,260.8189878,251.3811861,2907.554175,495.7625279,644.9871879,287.4763746,11.00349158,764.2421548,92.24123001,459.9472369,3546.161002,146.1764172,-0.534447708,28.89101686,1044.554376,2.308529511,1368.113835,172.0915213,21,33:52:00,16.4,112.958,1.390274466,146
55,55,AUI-10252,"11677 San Vicente Blvd, Los Angeles, CA",34.0542471,-118.4651397,90049,6037264103,475283.0547,15935.40362,1605.612737,6135.455287,5897.051755,2297.283844,8339.579721,2867.037586,107837.8909,193.1168149,305.7973447,1666.922912,6173.742649,2505.622457,12986.13329,3.445555565,365.8772514,10186.53675,812.8659801,4076820.507,1518.601735,1561.962501,7189.92049,6905.996664,283.9238258,505.4279554,6903.966085,761.0924622,1973.810417,544.61709,3.050698563,1423.228848,256.9847066,596.2745425,8832.616796,493.0370753,1.638058076,29.80355326,839.4539452,2.288787281,866.2763399,127.5025437,60,135:11:00,151.49,799.72,1.260714534,160
56,56,AUI-10250,"8624 S Wilton Pl, Los Angeles, CA",33.9591244,-118.314752,90047,6037238400,168689.1753,11758.73199,2296.69348,2539.419911,4619.021318,2303.597282,4582.084745,2918.241671,27880.32087,578.0854839,941.2849001,1800.944146,1261.770215,2980.257566,8331.025604,8.36352953,471.7716883,5272.328371,424.617036,1236250.358,536.4124065,670.4645721,4649.076926,4228.42611,420.6508164,1078.928968,3097.575849,1208.603566,395.0299772,562.0973129,9.021665825,1498.662771,425.0631117,1104.055069,4814.601476,232.5167312,0.599712462,34.29576098,586.9489247,2.555797792,1423.703081,39.27735331,6,5:42,8.59,39.544,2.379384452,128
57,57,AUI-10246,"1516 N North Spring St, Los Angeles, CA",34.0678286,-118.2305633,90012,6037206010,118218.34,10687.8059,1619.60075,3513.677011,4136.550472,1417.977671,2866.921155,1675.757273,36262.64955,1114.543585,389.8618996,594.3690212,768.1466496,2060.918646,8389.390633,55.19685879,394.956968,3804.625443,388.2814598,1447635.396,632.496008,702.4854913,2406.850145,2049.451425,357.39872,516.9807028,2540.791729,478.174538,529.8988431,255.3791414,0.38119161,737.9803917,352.7870069,154.0270031,2996.76462,129.8434653,0.65225281,30.92369812,358.8541384,2.919210634,1575.87743,273.036392,46,121:07:00,32.97,372.329,1.60933044,156
58,58,AUI-10220,"616 W Washington Blvd, Los Angeles, CA",34.0347482,-118.2737356,90015,6037224020,145708.3378,16264.34503,2939.153862,7366.276317,4508.457337,1450.457517,5422.42726,2567.474056,87975.25201,1736.947208,1041.51456,1131.512407,1512.453085,6295.599989,9559.718142,74.24356665,1308.765189,7609.897687,677.4652114,2689590.31,1264.527842,1804.239344,3692.267156,3002.299464,689.9676913,1194.793523,5454.886644,410.4551711,940.9022847,796.6542516,6.999336367,844.5837191,464.8535456,266.1868335,5948.41649,525.9892303,0.828188788,31.46938727,634.5197355,2.670340523,978.2888309,118.3763456,23,26:17:00,39.43,92.755,0.703607184,160
59,59,AUI-10243,"13076 W Sherman Way, Los Angeles, CA",34.2011905,-118.4515324,91405,6037127220,180245.027,21277.92312,4939.750846,6080.697239,8032.078103,2225.396936,6901.571346,4368.330959,78492.96769,1603.789485,1643.226323,2115.196576,1539.358962,5688.127265,14635.03168,47.89202128,978.1121653,10657.02599,1197.14209,1929722.769,1747.561026,1789.861195,8604.737576,6825.910627,1778.826949,1434.944459,8136.682703,698.5085318,1296.672813,522.9512112,2.210726825,1462.601654,545.8940738,458.1740197,7158.632718,257.0613718,0.615220678,32.55219775,589.2534455,3.069314591,1129.754273,257.7454909,3,0:00,0,0.139,2.705201734,131
60,60,AUI-10204,"2843 S Flower St, Los Angeles, CA",34.0262014,-118.2760072,90007,6037224700,111712.5556,18416.10664,2235.83282,11989.01684,3158.511825,1032.745149,4006.828812,1755.68218,86684.24696,1286.788957,589.7527441,1035.331488,1094.955624,11415.13886,6667.465424,47.49201576,3775.898355,7029.346958,1145.524178,2385609.387,844.3124212,1528.097119,2743.12838,2267.983181,475.145199,1054.949655,4720.574452,437.2521339,543.7731023,1322.366885,5.38038493,522.8799572,272.7389187,217.909864,4446.03154,439.2027276,1.417935674,28.01072468,448.9234508,3.149199871,1664.245145,87.40954217,150,257:53:00,235.9,1185.914,1.298632788,160
61,61,AUI-10200,"182 S Alameda St, Los Angeles, CA",34.047486,-118.2378968,90012,6037206031,128822.7283,15251.92594,688.525878,5068.911374,7488.674926,2005.813764,7414.276495,1252.255969,76274.83455,1293.247593,1270.840482,1931.306904,2918.881516,1712.214622,13391.02187,33.96697685,162.9581066,5866.470573,643.4671144,1755307.223,1836.261966,1720.22469,2989.6786,2763.74581,225.9327903,321.0662821,3846.743449,533.9060665,1012.08912,466.211819,7.520118363,1771.287782,1439.121321,276.6220094,8315.973194,901.6966987,0.218474074,30.2582519,1602.887539,1.650526515,1884.901458,312.8530362,207,595:58:00,587.23,3000.431,1.45706809,160
62,62,AUI-10227,"19135 W Victory Blvd, Los Angeles, CA",34.186682,-118.549965,91335,6037133100,178025.0145,12776.04828,2661.310819,2884.766438,5106.682899,2123.288123,4246.552205,2892.310137,35670.44211,584.0955022,966.1531128,1309.445989,1386.857601,3133.520114,9186.55721,21.01747792,605.0278076,5930.811057,498.0486849,1374501.707,445.3066358,878.1332596,5026.247474,4490.496991,535.7504824,704.7630862,3851.014083,721.5197311,1000.185533,354.9971227,3.094586534,1145.514173,474.4820078,472.0698044,4405.593934,159.0417286,-0.018458885,32.81412833,519.6147473,2.899524371,1412.74304,83.53531283,49,245:58:00,89.72,483.443,1.755975552,122
63,63,AUI-10235,"12387 W Osborne St, Los Angeles, CA",34.2609217,-118.4031581,91331,6037104704,85691.19589,6410.389296,1919.396929,1711.367406,2240.967738,538.6572229,1696.485289,1322.870808,12137.32939,600.8630382,405.5310234,489.9595218,200.1317051,1946.007489,4204.460334,12.47893821,304.0125381,2759.424339,184.7926644,529013.901,231.6766407,226.1619531,2310.069577,2001.490091,308.579486,626.6102584,2087.793301,268.0241702,272.7371344,129.6608147,1.2089192,409.9633849,133.1115546,194.8829836,1771.77498,75.28969194,-0.025134082,29.83041974,169.084027,3.600686921,775.0959116,31.66377964,102,260:23:00,246.43,1462.296,2.027760243,73
64,64,AUI-10206,"6765 W Foothill Blvd, Los Angeles, CA",34.2479199,-118.2792176,91042,6037101220,100728.746,7719.114895,1452.89725,1731.452915,3357.039639,1177.725091,2826.379184,1944.908015,21849.83015,393.0100748,680.6886243,1017.392059,735.2884257,1813.87857,5704.260833,0,327.4928524,3597.999877,303.0557398,871401.7127,396.7226044,683.1937758,3094.543084,2809.766073,284.7770109,474.9006477,2272.333569,480.1557653,567.149679,272.6931372,5.667726877,796.1111192,393.3819321,294.4512661,2972.505298,146.1261146,-0.407935422,33.9225028,443.4668318,2.741716357,1379.559678,6.940341919,108,259:11:00,199.01,1055.438,1.719342171,68
65,65,AUI-10266,"12518 W Oxnard St, Los Angeles, CA",34.180236,-118.5055565,91316,6037980024,101888.2587,4419.037851,1177.071249,739.7445851,1958.373959,543.8480575,1703.010304,1037.517677,9205.645171,90.65172643,221.6554691,404.6027144,986.1003941,1068.59424,3126.070239,0.580058591,73.55445489,2388.475276,101.8701731,712759.802,214.2106794,243.7538892,1953.501401,1784.137381,169.36402,235.4250912,1470.532526,186.0237689,607.922216,123.8831647,0.113600345,421.7823566,63.2442048,127.2779581,1714.979483,11.96917848,-1.144364106,30.73764463,277.5741831,2.919556042,340.6968163,132.519547,25,32:46:00,43.81,186.468,2.007965033,130
66,66,AUI-10264,"12728 W Sherman Way, Los Angeles, CA",34.2011905,-118.4515324,91405,6037127220,180245.027,21277.92312,4939.750846,6080.697239,8032.078103,2225.396936,6901.571346,4368.330959,78492.96769,1603.789485,1643.226323,2115.196576,1539.358962,5688.127265,14635.03168,47.89202128,978.1121653,10657.02599,1197.14209,1929722.769,1747.561026,1789.861195,8604.737576,6825.910627,1778.826949,1434.944459,8136.682703,698.5085318,1296.672813,522.9512112,2.210726825,1462.601654,545.8940738,458.1740197,7158.632718,257.0613718,0.615220678,32.55219775,589.2534455,3.069314591,1129.754273,257.7454909,45,82:41:00,74.99,360.141,2.705201734,131
67,67,AUI-10229,"15596 W Roxford St, Los Angeles, CA",34.3116785,-118.4712724,91312,6037106510,69546.11545,5742.55891,1547.972861,1446.352637,2055.047597,693.185816,1423.644784,1179.615111,5641.574425,427.0992069,371.0848689,462.6404078,162.8203008,1706.699235,3798.055766,8.695571043,280.5098044,2721.239132,75.12359435,473906.7843,134.0795038,177.6512214,2348.681456,1910.345825,438.3356311,560.318862,1956.493534,310.7141521,302.6658131,151.3656325,0,414.4848807,82.18017387,166.9426946,1494.897811,71.25302707,-0.561588033,32.06226109,257.7808267,3.832193689,1443.65242,8.774647039,121,346:09:00,109.57,2017.355,1.702046149,70
68,68,AUI-10247,"13194 W Sherman Way, Los Angeles, CA",34.2011905,-118.4515324,91405,6037127220,180245.027,21277.92312,4939.750846,6080.697239,8032.078103,2225.396936,6901.571346,4368.330959,78492.96769,1603.789485,1643.226323,2115.196576,1539.358962,5688.127265,14635.03168,47.89202128,978.1121653,10657.02599,1197.14209,1929722.769,1747.561026,1789.861195,8604.737576,6825.910627,1778.826949,1434.944459,8136.682703,698.5085318,1296.672813,522.9512112,2.210726825,1462.601654,545.8940738,458.1740197,7158.632718,257.0613718,0.615220678,32.55219775,589.2534455,3.069314591,1129.754273,257.7454909,25,65:38:00,2.08,393.226,2.705201734,131
69,69,AUI-10251,"1348 Abbot Kinney Blvd, Los Angeles, CA",33.990557,-118.4664823,90291,6037273502,417337.6008,12785.34134,1722.612498,3885.843691,5495.767167,1681.117985,6452.128471,2536.019515,50939.60194,323.1078246,498.3210325,1214.317034,4416.382581,1976.76127,10460.15927,7.958154055,171.5591736,8233.725172,599.4785168,6461490.143,953.9264693,1050.920926,5134.304342,4691.028415,443.2759272,528.0432795,4897.732251,417.8526905,2331.750171,581.9510573,4.439002293,1163.464029,231.2793628,456.2252102,7485.174907,1033.046436,-0.034806224,28.70493031,1011.704293,1.95494559,587.7509986,437.6037451,96,258:10:00,106.31,1318.231,1.057303313,150
